id,domain,project_name,user_story
111,Finance/Banking,Apache Fineract,"As a Loan Product Manager,
I want the system to correctly recalculate and reverse-replay accrual and accrual activity transactions whenever a repayment is reversed, undone, or backdated relative to installment dates,
So that interest accrual records, repayment schedules, and transaction histories remain accurate and consistent regardless of when repayment adjustments occur.

Acceptance Criteria:
- When a repayment is reversed before its installment due date, the system must restore the original repayment schedule (principal, interest, due/outstanding amounts) and revert the associated Accrual Activity transaction, while keeping the original Accrual transaction unaffected.
- When a repayment is reversed after its installment due date, the system must reverse-replay the Accrual Activity transaction on the correct installment date, recalculate interest for subsequent periods, and preserve the external ID continuity between the original and replayed Accrual Activity transactions.
- When the COB job runs on or after an installment date, the system must generate Accrual and Accrual Activity transactions automatically, and if a backdated repayment is later posted before that installment date, the existing Accrual Activity transaction must be reverse-replayed with updated interest and principal allocations while retaining its external ID.
- When a partial repayment made before an installment date is later undone, the system must fully reverse the related Accrual Activity transaction, restore the original schedule values for all subsequent periods, and ensure the Loan Transactions tab accurately reflects the reverted and replayed transaction statuses.
- In all reversal and replay cases, the Total row of the Loan Repayment Schedule and the Loan Transactions tab must always reflect updated, consistent, and correct principal, interest, fees, penalties, due, paid, in advance, late, and outstanding values."
112,Finance/Banking,Apache Fineract,"As a Loan Officer,
I want the system to correctly process partial and full chargebacks of prior repayments on loans with interest recalculation enabled, applying the configured allocation priority (principal, interest, fees or interest, fees, principal) and recalculating the repayment schedule and outstanding balances accordingly,
So that I can accurately reverse erroneous or returned payments at any point in the loan lifecycle—whether before or after the maturity date—while ensuring the loan schedule, transaction history, and outstanding amounts remain correct and auditable.

Acceptance Criteria:
- When a chargeback (partial or full) is processed for a previously paid installment, the system must recalculate the remaining repayment schedule, redistributing the charged-back amount across principal, interest, and fees according to the loan product's configured allocation priority order.
- The system must correctly recalculate interest for subsequent periods after a chargeback, reflecting the increased outstanding balance from the current business date forward, regardless of whether the chargeback occurs before or after the loan's original maturity date.
- If a chargeback occurs after the loan has been fully repaid and past the original maturity date, the system must generate an additional repayment period to accommodate the outstanding balance resulting from the chargeback.
- The Loan Transactions tab must record each chargeback as a distinct transaction entry, showing the correct date, amount, principal/interest/fee breakdown, and resulting loan balance, while preserving the original disbursement and repayment transaction history.
- The Loan Repayment schedule's Total row must accurately reflect updated aggregate values (principal due, interest, fees, due, paid, outstanding) after each chargeback transaction is applied.
- Multiple sequential chargebacks (e.g., on different installments or on different business dates) must be supported, with each subsequent chargeback correctly building upon the recalculated state left by the previous one."
113,Finance/Banking,Apache Fineract,"As a Developer,
I want to verify that no duplicate classes exist in the classpath,
So that I can prevent potential conflicts and ensure application stability.

Acceptance Criteria:
- A class graph representing the classpath is available for analysis.
- The system scans the class graph to identify any classes present in multiple locations.
- The scan confirms that no duplicate classes are found in the classpath."
114,Finance/Banking,Apache Fineract,"# User Story

As a Working Capital loan operations user (Admin/Customer),
I want backdated repayments to be correctly recorded on their actual transaction date and trigger reprocessing of subsequent transactions when necessary,
So that loan balances, principal allocations, charge allocations, and delinquency tracking remain accurate and consistent regardless of the order in which repayments are recorded.

Acceptance Criteria:
- When a customer makes a repayment dated earlier than an already-recorded repayment (backdated repayment), the system must recompute and reflect the correct principal outstanding, total paid principal, and overpayment amount, independent of the order in which repayments were entered.
- When a loan has no charges, principal-only allocation across multiple repayments (including backdated ones) must be order-independent, leaving previously recorded transactions' allocations unchanged.
- When a backdated repayment causes the total repaid amount to exceed the outstanding principal, the excess must be recorded as an overpayment amount, without redistributing the allocation of other transactions.
- When multiple backdated repayments are made in any sequence (including between two existing repayments), the system must accumulate principal outstanding, total paid principal, and transaction records correctly for all repayments.
- When repayments are made sequentially in chronological order (non-backdated), the system must process balances and allocations normally without triggering unnecessary reprocessing side effects.
- When a backdated repayment is made before a charge's due date, the repayment must be allocated as principal-only, while the later repayment made on or after the charge's due date must settle the charge first per the fee-first allocation order.
- When a single repayment covers multiple lapsed delinquency periods, the system must distribute the paid amount across periods based on each period's remaining outstanding balance, correctly updating expected amount, paid amount, outstanding amount, minimum payment criteria met status, delinquent amount, and delinquent days for each period.
- When a backdated repayment is recorded, the projected amortization schedule structure must remain a static, unaffected projection, while the recalculated principal outstanding must reflect the actual impact of the backdated payment.
- When a backdated repayment is made on a loan configured with a breach schedule, the outstanding balance tracked by the breach schedule must be reduced accordingly after the inline COB job processes the loan.
- When a backdated repayment causes a later transaction's fee allocation to no longer apply (because the earlier backdated transaction now claims the fee), the later transaction must be reprocessed to reallocate its portion fully to principal, following the fee-first allocation order defined by the loan product.
- When a repayment is made against a loan with a due fee, the transaction must split allocation between fee and principal according to the product's configured payment allocation order (e.g., fee before principal), and the charge balance (fee amount, fee paid, fee outstanding) must be updated to reflect the settlement."
115,Finance/Banking,Apache Fineract,"As a Loan System Administrator,
I want the system to automatically execute the Close of Business (COB) process inline (in real-time) whenever a loan transaction occurs after the business date has advanced beyond the loan's last closed business date,
So that loan statuses, delinquency classifications, and overdue calculations remain accurate and up-to-date even when the scheduled batch COB job has not yet run, without requiring manual intervention.

Acceptance Criteria:
- When the inline COB job is manually triggered for a loan, the system correctly updates the loan's delinquency range and delinquent date based on the elapsed business days since disbursement.
- When the business date advances by multiple days, running the inline COB job should cause the loan to ""catch up,"" setting the last closed business date to one day prior to the current business date.
- When a repayment transaction is made on a loan whose last closed business date is behind the current business date, the inline COB process should trigger automatically (via the loan's ID or external ID) to bring the loan's business date up to date before or as part of processing the transaction.
- If no COB process has ever been applied to a loan before, a repayment transaction (whether identified by loan ID or external ID) should NOT trigger an inline COB job, and the loan's last closed business date should remain ""null"" after the transaction.
- If a COB process has previously been applied to a loan, a subsequent repayment transaction (whether identified by loan ID or external ID) SHOULD trigger an inline COB job, updating the last closed business date accordingly (to one day prior to the transaction date).
- Even when a loan account is locked by an administrator, a repayment transaction should still trigger the inline COB execution, correctly closing the business date, updating the loan status to ""CLOSED_OBLIGATIONS_MET,"" clearing the outstanding balance, generating the correct journal entries, and recording accurate delinquency history (added/lifted dates).
- The inline COB and delinquency/lock behavior described above must hold true consistently for both default (simple) loan products and advanced/progressive loan products (e.g., those using Advanced Payment Allocation and interest recalculation rules)."
116,Finance/Banking,Apache Fineract,"As a Loan Administrator,
I want the loan repayment schedule and Interest Refund transactions to be automatically recalculated whenever a repayment or refund transaction is reversed, and post-maturity due date charges to be correctly recognized on the repayment schedule,
So that the loan balances, interest amounts, and outstanding dues remain accurate and consistent regardless of transaction reversals or late-added charges.

Acceptance Criteria:
- When a repayment transaction is undone after an Interest Refund has already been processed, the system must recalculate the repayment schedule, correctly reallocate principal and interest across transactions, and mark the original repayment and related transactions as ""reverted"" while creating replayed counterparts.
- When a Merchant Issued Refund transaction is undone, the system must reverse the associated Interest Refund transaction, recalculate the outstanding schedule with newly accrued interest, and correctly reflect the reverted status on both the Merchant Issued Refund and Interest Refund transactions in the Loan Transactions tab.
- When a due date charge (e.g., NSF fee) is added after the loan's original maturity date, the system must extend the repayment schedule with an additional period reflecting the charge, correctly recalculate the total due/outstanding amounts, and ensure the charge appears properly in the Loan Charges tab whether or not an inline COB job has been run.
- After all recalculations, the loan must still support a full pay-off transaction that results in the ""CLOSED_OBLIGATIONS_MET"" status once all outstanding principal, interest, fees, and penalties are settled."
117,Finance/Banking,Apache Fineract,"As a Financial Administrator,
I want to migrate backdated loans into the system and have the Close of Business (COB) job correctly recalculate schedules, accruals, charges, and delinquency status,
So that historical loan data (with past disbursements, repayments, and charges) is accurately reflected in the system without requiring day-by-day COB execution for every missed business date.

Acceptance Criteria:
- When a loan is created, approved, and disbursed with a backdated submission and disbursement date, the repayment schedule must be generated correctly based on the original terms, showing accurate principal, interest, and due amounts for each period.
- Backdated charges (such as an NSF fee) added to a migrated loan must be correctly reflected in the Loan Charges tab with accurate due, paid, waived, and outstanding amounts as of their specified due date.
- Backdated repayments (full or partial) applied after loan migration must correctly update the repayment schedule, transaction history, and outstanding balances, including proper allocation to principal, interest, fees, and penalties.
- Running a single inline COB job after migration must correctly generate all missing accrual entries (both ""Accrual Activity"" and ""Accrual"" transactions) for each period up to the current business date, without requiring COB to run for each individual missed day.
- After COB execution, the loan's total overdue amount and delinquency status must be accurately calculated based on all recorded transactions and charges.
- The system must correctly record and expose the ""last closed business date"" of the loan after each COB execution.
- When the business date advances further and COB is run again, the system must generate only the incremental accrual entries for the new period(s), without duplicating or recalculating previously settled transactions.
- The final repayment schedule, transaction history, and total row summaries must remain consistent and accurate across multiple COB executions following migration."
118,Finance/Banking,Apache Fineract,"As a Loan Officer,
I want the system to correctly recalculate the repayment schedule, interest amounts, and accounting entries when a multi-disbursement progressive loan with flat interest receives an additional disbursement at various points in the repayment cycle (mid-period or on the installment due date),
So that I can accurately manage tranche disbursements, ensure correct interest accrual and journal postings, and safely reverse repayments or disbursements when corrections are needed without corrupting the loan's financial data.

Acceptance Criteria:
- When a second disbursement is made on a loan with flat interest and multi-disbursement enabled, the repayment schedule must be recalculated to redistribute the additional principal and recompute interest across the remaining installments, regardless of whether the disbursement occurs mid-period or exactly on an installment due date.
- The recalculation behavior must be consistent across different interest calculation conventions (e.g., actual/actual and 360/30), with the schedule reflecting split balance rows for the disbursement date and updated principal, interest, and due amounts for affected installments.
- Each disbursement transaction must generate correct journal entries (debiting Loans Receivable and crediting the Suspense/Clearing account) for the exact disbursed amount, and the Loan Transactions tab must reflect all disbursements with accurate running loan balances.
- When a customer repayment is made via AUTOPAY covering all outstanding dues, the system must correctly allocate the payment across principal and interest for each installment, update paid/in-advance/late/outstanding statuses, and generate an accrual transaction alongside proper repayment journal entries.
- The system must support undoing a repayment and undoing the last disbursement, correctly reverting the loan schedule and transaction history back to the state prior to those actions, with reverted transactions clearly flagged (Reverted = true) while preserving the integrity of prior transactions (Replayed = false)."
119,Finance/Banking,Apache Fineract,"As a Loan Officer,
I want to apply an Interest Payment Waiver transaction on a loan account with different payment allocation strategies, timings, and amounts,
So that I can waive part or all of the interest due for a borrower while accurately reflecting the impact on the repayment schedule, transaction history, and accounting journal entries.

Acceptance Criteria:
- The system must allow an Interest Payment Waiver transaction to be applied on the due date, before the due date, or after the maturity date, with either the exact outstanding interest amount or a partial amount.
- When the waiver amount exceeds the interest due, the system must correctly allocate the remaining amount to principal, fees, or penalties based on the configured payment allocation strategy (e.g., interest-principal, fee-interest-principal, principal-interest).
- The repayment schedule must be updated accurately after the waiver, reflecting correct values for principal due, interest, fees, penalties, paid amount, in advance amount, late amount, and outstanding balance for each period and in the total row.
- The Loan Transactions tab must display the Interest Payment Waiver transaction with the correct date, amount, and breakdown across principal, interest, fees, and penalties, along with the resulting loan balance.
- The system must generate correct journal entries for the Interest Payment Waiver transaction, debiting the Interest Income account and crediting the appropriate receivable accounts (Loans Receivable and/or Interest/Fee Receivable) based on the allocation.
- If the waiver amount results in an overpayment, the loan status must change to ""OVERPAID,"" the overpaid amount must be tracked, and the corresponding journal entries must include the Overpayment account.
- The system must support undoing an Interest Payment Waiver transaction, reverting the repayment schedule, transaction history, and journal entries to their prior state.
- The system must correctly handle scenarios where a waiver is applied before the due date, followed by a subsequent repayment for the remaining due amount on the due date, ensuring accurate calculation of ""in advance,"" ""late,"" and ""outstanding"" values."
120,Finance/Banking,Apache Fineract,"As a Loan Officer,
I want to define interest pause periods on a loan's repayment schedule so that interest does not accrue during the specified pause window,
So that customers are not charged interest for periods where repayment obligations are temporarily suspended, while the loan schedule automatically recalculates to reflect the adjusted interest and outstanding balances.

Acceptance Criteria:
- When an interest pause period is created with a start and end date, the system triggers a LoanScheduleVariationsAddedBusinessEvent reflecting the specified pause range, and a LoanBalanceChangedBusinessEvent is raised on the appropriate transaction date.
- The repayment schedule must recalculate interest for all outstanding periods affected by the pause, reducing the interest due for the paused days while adjusting principal, balance, due, and outstanding amounts accordingly, without altering already paid installments.
- The system must support creating an interest pause period within the same period as an unpaid installment, between multiple future periods, retroactively (backdated) after a repayment has already been made, and support multiple overlapping or sequential pause periods within the same loan, with each new pause correctly recalculating the schedule and marking affected transactions as replayed where applicable.
- After applying one or more interest pauses, the loan must still be payable in full, and performing a pay-off transaction on any given date must close the loan with zero outstanding balance and all installments marked as having their obligations met."
121,Finance/Banking,Apache Fineract,"As a Finance Manager,
I want the Transaction Summary Reports (including the version with Asset Owner details) to accurately capture and display all buydown fee related transaction types—such as Buy Down Fee, Buy Down Fee Amortization, Buy Down Fee Adjustment, and Buy Down Fee Amortization Adjustment—along with their correct allocation across Fees, Interest, Penalty, Principal, and Unallocated Credit categories,
So that I can reliably reconcile loan transactions and verify the correct accounting treatment of buydown fees regardless of whether they are configured as an income type of ""FEE"" or another allocation type.

Acceptance Criteria:
- When a loan is disbursed and a buydown fee transaction is recorded, the Transaction Summary Report for that date must correctly reflect the Disbursement and Buy Down Fee transaction amounts, allocating the fee amount to the appropriate category (Interest or Fees) based on the product's configured buydown fee income type.
- After running the COB (Close of Business) job on a subsequent date, the Transaction Summary Report must include a ""Buy Down Fee Amortization"" entry with the correctly calculated periodic amortization amount allocated to the appropriate category (Interest or Fees) consistent with the product configuration.
- When a buydown fee adjustment (both a direct adjustment and an adjustment referencing an original buydown fee transaction) is applied, the Transaction Summary Report must show both a ""Buy Down Fee Adjustment"" entry and a corresponding ""Buy Down Fee Amortization Adjustment"" entry, with negative transaction amounts correctly reflecting the reduction, allocated to the appropriate category (Interest or Fees).
- The Transaction Summary Report with Asset Owner must mirror all the same transaction entries, dates, types, payment types, and amounts as the standard Transaction Summary Report, additionally exposing Asset Owner ID and From Asset Owner ID columns for reporting purposes.
- All reported transaction amounts must remain consistent whether the loan product's buydown fee income type is configured as default (Interest allocation) or explicitly as ""FEE"" (Fees allocation), with amounts correctly routed to the corresponding column in each case."
122,Finance/Banking,Apache Fineract,"As a Loan Administrator,
I want to configure and apply disbursement charges on interest-bearing progressive loans using different calculation types (Flat amount, Percentage of Amount, and Percentage of Loan Amount plus Interest),
So that I can accurately charge fees at disbursement time and ensure correct accounting, repayment schedules, and loan balances are maintained throughout the loan lifecycle.

Acceptance Criteria:
- When a disbursement charge is configured with a ""Flat"" calculation type and a specified amount, the system must display the correct due charge amount on the Loan Charges tab, deduct it from the disbursement transaction as a ""Repayment (at time of disbursement)"" entry, and post the corresponding Fee Income and Suspense/Clearing account journal entries.
- When a disbursement charge is configured with a ""Percentage of Amount"" calculation type, the system must calculate the charge based on the specified percentage of the transaction amount and reflect it consistently across the Loan Charges tab, Repayment Schedule, Loan Transactions tab, and Journal Entries.
- When a disbursement charge is configured with a ""Percentage of Loan Amount + Interest"" calculation type, the system must calculate the charge based on both principal and total interest, and this value must be reflected consistently across the Loan Charges tab, Repayment Schedule, Loan Transactions tab, and Journal Entries.
- Regardless of the calculation type, the disbursement charge must be fully paid off immediately upon disbursement, with the Loan Charges tab reflecting zero Outstanding and full Paid amount right after disbursement.
- Regular repayments made after disbursement must correctly reduce the outstanding principal and interest balances according to the repayment schedule, without being affected by the disbursement charge once it has been settled.
- Upon full repayment (via Pay-off) of the outstanding principal and interest, the loan must be closed with a zero outstanding balance, and all installments must have their obligations marked as met."
123,Finance/Banking,Apache Fineract,"As an Admin,
I want to enable, configure, and manage the business date within the system,
So that I can control and maintain accurate date-based operations either manually or through scheduled automation.

Acceptance Criteria:
- The system allows enabling or disabling the ""enable-business-date"" global configuration.
- The Admin can manually set the business date to a specific value and verify it is correctly applied.
- The Admin can update the business date multiple times, with each change being correctly reflected.
- The system supports incrementing the business date automatically through a scheduled job (e.g., Increase Business Date by 1 day).
- The system validates business date input and returns an appropriate error message when the value is empty or null.
- The system validates business date input and returns an appropriate error message when the value has an invalid or incorrectly formatted date."
124,Finance/Banking,Apache Fineract,"As a Loan Administrator,
I want to apply and manage Discount Fee Adjustments on Working Capital Loan accounts,
So that I can accurately correct or reduce previously applied discount fees while maintaining reliable loan balances, transaction history, and accounting records.

Acceptance Criteria:
- Admin can successfully add a Discount Fee Adjustment to an active Working Capital Loan for an amount less than or equal to the remaining discount fee balance, updating the loan's totals (discount, totalDiscountFee, totalDiscountFeeAdjustment) and creating a corresponding ""Discount Fee Adjustment"" transaction.
- The system rejects Discount Fee Adjustment attempts when the adjustment amount exceeds the available discount fee amount (single or cumulative), when the amount is zero or negative, when the transaction date precedes the related discount fee date, when the transaction date is in the future, or when the loan is not in an Active status (e.g., closed or overpaid), preserving the existing transaction history unchanged in each failure case.
- Multiple Discount Fee Adjustments can be applied successfully on the same date or different dates, correctly appending each adjustment transaction, raising the appropriate WorkingCapitalLoanDiscountFeeAdjustmentTransactionBusinessEvent with correct amount and date, and generating accurate journal entries (debiting Deferred Interest Revenue and crediting Loans Receivable) for each adjustment made."
125,Finance/Banking,Apache Fineract,"As a Loan Administrator,
I want to re-age interest-bearing loans using equal amortization interest handling methods and reverse those re-aging transactions when necessary,
So that I can accurately adjust repayment schedules for customers while ensuring the loan can be correctly restored to its original state and still reach full repayment if the re-aging is undone.

Acceptance Criteria:
- When a re-aging transaction is applied with a specified interest handling method (e.g., EQUAL_AMORTIZATION_PAYABLE_INTEREST or EQUAL_AMORTIZATION_FULL_INTEREST), the system must recalculate the repayment schedule, splitting the original installment where re-aging starts and generating new installments with recalculated principal and interest amounts based on the outstanding balance.
- The system must correctly record the re-age transaction in the Loan Transactions tab, including the appropriate principal, interest, and outstanding loan balance, without altering previously paid installments.
- When a re-aging transaction is undone, the system must restore the original repayment schedule (matching the state prior to re-aging) and mark the re-age transaction as reverted, while preserving all previous repayment history.
- After undoing a re-aging transaction, the loan must remain payable in full, allowing a pay-off transaction to close the loan with zero outstanding balance and all installments marked as having obligations met."
126,Finance/Banking,Apache Fineract,"# User Story

As a Loan Officer,
I want the loan repayment schedule to accurately recalculate principal, interest, fees, and penalties based on different interest recalculation frequencies, payment strategies, partial/late payments, multi-disbursements, and charges added mid-cycle,
So that I can ensure accurate tracking of outstanding balances, due amounts, and payment allocations for customers under various loan repayment scenarios.

Acceptance Criteria:
- Given a loan with Declining Balance interest type and interest recalculation frequency set to ""Same as Repayment Period"", when a customer makes a partial or late repayment, the system must correctly recalculate the remaining periods' principal, interest, due, paid, in advance, late, and outstanding amounts.
- Given a loan with multiple disbursements, when each disbursement occurs at a different date, the system must recalculate the outstanding loan balance and future installment breakdown (principal and interest) accordingly.
- Given a loan configured with the ""Due-Penalty-Fee-Interest-Principal-In Advance-Principal-Penalty-Fee-Interest"" payment strategy, when a penalty charge with a future due date is added and repayments are made before, on, or after the charge due date, the system must allocate payments in the correct order (due amounts first, then in-advance principal, then remaining penalty/fee/interest) and update the loan transactions, charges, and repayment schedule tabs accurately.
- Given a repayment that fully covers the due installment plus additional charges, when the payment is processed, the system must generate correct transaction records (including accrual entries when applicable) and mark the installment as fully paid with zero outstanding balance.
- In all scenarios, the Loan Repayment Schedule and Total Row must display accurate values for Principal Due, Interest, Fees, Penalties, Due, Paid, In Advance, Late, and Outstanding amounts consistent with the loan’s configured terms and repayment strategy."
127,Finance/Banking,Apache Fineract,"As a Loan Officer/Administrator,
I want the loan management system to accurately track overdue status, repayment history, and support various transaction types (refunds, chargebacks, fraud flags) throughout the loan lifecycle,
So that I can ensure correct delinquency reporting, accurate outstanding balances, and proper handling of financial adjustments for compliance and customer service purposes.

Acceptance Criteria:
- When a Payout Refund or Merchant Issued Refund transaction fully covers the outstanding balance, the delinquency range must reset to ""NO_DELINQUENCY"", the delinquent date must be cleared, the loan status must change to ""CLOSED_OBLIGATIONS_MET"", and the outstanding amount must become zero.
- The system must correctly calculate and report the delinquent date based on the earliest overdue installment, whether a single repayment or multiple repayments are overdue, reflecting the appropriate delinquency range (e.g., RANGE_3, RANGE_30).
- The loan details endpoint must always return the correct ""last payment amount/date"" and ""last repayment amount/date"" fields, updating appropriately after each repayment, goodwill credit, transaction reversal, loan closure, or overpayment event.
- Both closed (""CLOSED_OBLIGATIONS_MET"") and overpaid (""OVERPAID"") loans must be eligible to be flagged as Fraud by an Administrator.
- The repayment schedule must recalculate principal, fees, and outstanding balances correctly when multiple disbursements occur on a loan that already has fees applied.
- When a chargeback transaction is applied after a Goodwill Credit, Payout Refund, or Merchant Issued Refund, the system must reverse the credit correctly, restoring the original due amounts, balances, and reflecting the chargeback in the loan transaction history."
128,Finance/Banking,Apache Fineract,"As a Loan Administrator,
I want to associate one or more loan originators with a Working Capital loan, either inline at submission time or afterward via attach/detach APIs,
So that I can accurately track which originator(s) referred or managed each Working Capital loan throughout its lifecycle while ensuring only valid, active originators are linked.

Acceptance Criteria:
- An originator attached to a Working Capital loan before approval must remain attached and visible in the loan details throughout submission, approval, undo-approval, re-approval, and disbursement.
- A loan can be created with one or more originators attached inline at submission time, either by referencing an existing originator's external ID, by referencing multiple distinct originators, or by creating a new originator on the fly (when enabled by configuration); duplicate inline references to the same originator must result in only a single attachment.
- Originators can be attached to or detached from a loan by internal ID, by originator external ID, by loan external ID, or by both external IDs, and the full originator record (including all fields) must be retrievable through the loan details and dedicated originators endpoints.
- Attaching an inactive/pending originator, attaching a duplicate originator, or modifying originators on an already-approved loan must be rejected with a 403 status, while operations referencing non-existent originators or non-existent loans must be rejected with a 404 status, including rollback of loan creation when an inline originator reference is invalid."
129,Finance/Banking,Apache Fineract,"As a Loan Officer,
I want the system to automatically recalculate interest on the outstanding repayment schedule when installments become overdue, whether fully unpaid or partially paid late,
So that the loan balance, interest accrual, and future installment amounts remain accurate and reflect the actual repayment behavior of the customer.

Acceptance Criteria:
- When a loan is disbursed with an interest recalculation strategy (such as ""till rest frequency date"" or ""till preclose"") and daily interest calculation, the initial repayment schedule must correctly reflect principal, interest, fees, penalties, and outstanding balances for all periods.
- When the first installment is paid in full on its due date, the repayment schedule and transaction history must correctly mark that period as fully paid with zero outstanding balance, without affecting future installments.
- When a subsequent installment becomes overdue (fully unpaid) and the business date passes the due date, running the COB job must trigger interest recalculation and an accrual transaction, updating the remaining installments' principal, interest, and outstanding amounts accordingly, while preserving the total loan balance consistency in the Total row.
- When a subsequent installment is partially paid after its due date (late payment), the system must correctly split the payment between ""Paid"" and ""Late"" amounts for that period, and recalculate interest for the remaining unpaid periods based on the selected recalculation frequency (daily or till rest frequency date).
- After any overdue or partial late payment event, subsequent COB job execution must recalculate interest accurately according to the configured recalculation strategy, ensuring that the Loan Repayment Schedule Total row and the Loan Transactions tab consistently reflect updated principal, interest, due, paid, in advance, late, and outstanding values."
130,Finance/Banking,Apache Fineract,"As a Loan Officer,
I want the system to correctly calculate and manage progressive loan repayment schedules, disbursements, chargebacks, and pay-offs—including edge cases with very small disbursement amounts and various future installment allocation strategies (NEXT_INSTALLMENT, LAST_INSTALLMENT)—under the Advanced Payment Allocation strategy,
So that loan balances, repayment schedules, and transaction records remain accurate and consistent, and improper actions (such as undoing a transaction linked to a chargeback) are correctly blocked with clear error messages.

Acceptance Criteria:
- When a progressive loan is created with a very small total disbursement amount (e.g., less than 1 unit) and disbursed partially, the repayment schedule and loan transactions must accurately reflect the disbursed amount, and a full pay-off must close the loan with zero outstanding balance and all installment obligations met, regardless of whether the loan has 1 or multiple repayment periods.
- When a repayment transaction has a linked chargeback, attempting to undo that repayment transaction must be rejected with a 403 error and the message ""update not allowed as loan transaction is linked to other transactions""; the loan must still be payable off and closed with zero outstanding balance afterward.
- When the loan product's future installment allocation rule is set to NEXT_INSTALLMENT for vertical progressive loan schedules, a full prepayment made before the term ends must correctly reallocate paid amounts across all remaining installments (marking them as paid in advance where applicable), generate the appropriate accrual transaction, and close the loan with zero outstanding balance.
- When the loan product's future installment allocation rule is set to LAST_INSTALLMENT for vertical progressive loan schedules, the system must calculate and apply the repayment schedule, disbursement, and prepayment behavior consistently with the defined allocation rule, ensuring accurate totals for principal, interest, fees, penalties, due, paid, in-advance, late, and outstanding amounts across all periods."
131,Finance/Banking,Apache Fineract,"As a loan officer,
I want to terminate a progressive loan contract with automatic interest recalculation at any point in its lifecycle,
So that I can accurately close out loans early while ensuring the outstanding balance, interest, and repayment schedule are correctly recalculated as of the termination date.

Acceptance Criteria:
- When a contract termination is performed on an installment due date, the system recalculates the repayment schedule to show only the periods up to and including the termination date, with interest accrued and due amounts correctly adjusted, and generates matching Accrual and Contract Termination transactions.
- When a contract termination is performed before an installment date (e.g., mid-period), the system prorates the interest calculation up to the termination date, updates the schedule and total row accordingly, and records the correct Accrual and Contract Termination transactions with zero remaining outstanding balance.
- When a contract termination is performed in the middle of an installment period, the system recalculates the number of days, interest due, and outstanding balance up to that exact date, ensuring the transactions tab reflects accurate Accrual and Contract Termination entries.
- When a contract termination is performed after the loan's maturity date (with prior repayments already made and the ""is-principal-compounding-disabled-for-overdue-loans"" configuration enabled), the system correctly recalculates the remaining schedule, interest, and balances based on payments already applied.
- After any successful contract termination and subsequent loan pay-off on the same date, the loan must be closed with a zero outstanding balance, and all installments must show that their obligations have been fully met."
132,Finance/Banking,Apache Fineract,"As a system integrator managing loan operations,
I want to perform Working Capital Loan operations (create, modify, approve, disburse, reject, withdraw, add discount fee, and fetch details/transactions) through a single Batch API, referencing loans by either internal ID or external ID, and optionally chaining multiple steps within one enclosing transaction,
So that I can efficiently automate and orchestrate complete Working Capital Loan lifecycles in a single request while ensuring data consistency and proper rollback when any step fails.

Acceptance Criteria:
- The Batch API must support individual operations on Working Capital Loans, including creation, modification, approval, disbursement, rejection, withdrawal/deletion, discount fee addition, and fetching loan details or transactions, all returning a 200OK response and correctly updated loan data upon success.
- The Batch API must support referencing a Working Capital Loan by either its internal loan ID or its external ID for all supported operations, with equivalent behavior and correct data returned in both cases.
- The Batch API must support executing multiple chained Working Capital Loan steps (e.g., create, approve, disburse, add discount fee, fetch details) within a single call, correctly reflecting the final loan status and all resulting transactions.
- When enclosingTransaction is set to ""true"" and any step in the chain fails, all previously executed steps within that batch call must be rolled back, and the failing step must return an error with code 400.
- When enclosingTransaction is set to ""false"", each step in the chain must be evaluated independently, allowing prior successful steps to persist even if a later step fails, with each step's individual result status (200 or error code) verifiable."
133,Finance/Banking,Apache Fineract,"As a Loan Officer,
I want to generate and retrieve a projected amortization schedule for a working capital loan,
So that I can review the expected payment breakdown, balances, and discount fee allocation over the life of the loan before disbursement.

Acceptance Criteria:
- Given a client with an approved working capital loan, the system must allow an admin to generate a projected amortization schedule by providing the discount fee amount, net disbursement amount, total payment volume, period payment rate, NPV day count, and expected disbursement date.
- The retrieved amortization schedule must return accurate summary fields, including discount fee amount, net disbursement amount, total payment volume, period payment rate, NPV day count, expected payment amount, and the original number of payments.
- The retrieved amortization schedule must return a detailed list of payments, each including payment number, date, expected payment amount, expected balance, expected amortization amount, and expected discount fee balance, calculated correctly for every installment from disbursement through full repayment."
134,Finance/Banking,Apache Fineract,"As a system administrator,
I want to validate currency configuration updates and reject invalid values,
So that the system maintains valid configuration data and prevents incorrect currency settings.

Acceptance Criteria:
- Updating currency with an empty value must return an error.
- Updating currency with a NULL value must return an error.
- Updating currency with an invalid string value must return an error.
- Updating currency with the literal value ""null"" must return an error."
