id,user_story,gherkin_generated
77,"As a registered user,
I want to close (delete) my own account from my profile settings,
So that I can permanently remove my access and data from the system when I no longer wish to use it.

Acceptance Criteria:
- When a signed-in user navigates to the edit user page and clicks the ""close account"" selector, a confirmation modal should be displayed containing the message ""Hey, please don't go!"".
- The user must enter their current password into the modal's password field and confirm the action (including a browser confirmation alert) before the account is closed.
- After successfully confirming, the user should be redirected to the new user session (sign-in) page.
- Once the account is closed, attempting to manually sign in with the same credentials should keep the user on the sign-in page and display a warning flash message indicating the sign-in attempt failed.","@javascript
  Feature: closing account

  Background:
    Given following users exist:
      | username   |
      | bob        |
    And I sign in as ""bob@bob.bob""

  Scenario: close my own account
    When I am on the edit user page
    And I click on ""close account""
    Then I should see ""Hey, please don't go!""
    When I fill in ""current_password"" with ""password""
    And I confirm the alert after I click to close the account
    Then I should be on the new user session page
    When I try to sign in as ""bob@bob.bob""
    Then I should be on the new user session page
    And I should see a warning flash message"
78,"As a mobile website user,
I want to search for hashtags and follow or unfollow them, and manage my followed tags list,
So that I can control which tagged content appears in my home feed.

Acceptance Criteria:
- When searching for a specific hashtag, the search results should display a follow action button for that tag
- Clicking the follow action button on a tag should toggle its state, showing ""Stop following #tag"" when followed and ""Follow #tag"" when not followed
- Posts containing a followed tag should appear on the user's home page, and should disappear from the home page once the tag is unfollowed
- The manage tag followings page should list all tags the user currently follows
- Removing a tag from the manage tag followings page should require a confirmation prompt before deletion
- After removing all followed tags, the manage tag followings page should display a message indicating no tags are being followed, and related posts should no longer appear on the home page","@javascript
  Feature: following and unfollowing hashtags on the mobile website

  Background:
    Given following users exist:
      | username   |
      | bob        |
    And ""bob@bob.bob"" has a public post with text ""Here is a #hiking post to test with""
    And I sign in as ""bob@bob.bob""
    And I am using a mobile browser

  Scenario: search results show a follow button for a hashtag
    When I search for ""#hiking""
    Then I should see a ""Follow #hiking"" button

  Scenario: follow a tag from the search results
    When I search for ""#hiking""
    And I click the ""Follow #hiking"" button
    Then I should see a ""Stop following #hiking"" button

  Scenario: unfollow a tag from the search results
    Given I am already following the ""hiking"" tag
    When I search for ""#hiking""
    And I click the ""Stop following #hiking"" button
    Then I should see a ""Follow #hiking"" button

  Scenario: posts with a followed tag appear on the home page
    When I search for ""#hiking""
    And I click the ""Follow #hiking"" button
    And I go to the home page
    Then I should see a post with text ""Here is a #hiking post to test with""

  Scenario: posts disappear from the home page once the tag is unfollowed
    Given I am already following the ""hiking"" tag
    When I go to the home page
    Then I should see a post with text ""Here is a #hiking post to test with""
    When I search for ""#hiking""
    And I click the ""Stop following #hiking"" button
    And I go to the home page
    Then I should not see a post with text ""Here is a #hiking post to test with""

  Scenario: the manage tag followings page lists all followed tags
    Given I am already following the ""hiking"" tag
    And I am already following the ""camping"" tag
    When I go to the manage tag followings page
    Then I should see ""hiking"" in the list of followed tags
    And I should see ""camping"" in the list of followed tags

  Scenario: removing a tag from the manage tag followings page requires confirmation
    Given I am already following the ""hiking"" tag
    When I go to the manage tag followings page
    And I confirm the alert after I click to remove the ""hiking"" tag
    Then I should not see ""hiking"" in the list of followed tags

  Scenario: manage tag followings page shows an empty message after removing all tags
    Given I am already following the ""hiking"" tag
    When I go to the manage tag followings page
    And I confirm the alert after I click to remove the ""hiking"" tag
    Then I should see ""You are not following any tags""
    When I go to the home page
    Then I should not see a post with text ""Here is a #hiking post to test with"""
79,"As a user,
I want to see a hovercard with profile information when I hover over a person's name or avatar in posts and reshares,
So that I can quickly view relevant details about that person without navigating away from the current page.

Acceptance Criteria:
- Hovering over a user's name/avatar in a stream displays a hovercard, and moving away from it hides the hovercard again.
- Hovercards are displayed for the original poster of a public post, but not for the person who merely reshared it.
- Hovercards work consistently on the main stream, tag streams, and for both logged-in and logged-out users.
- The hovercard displays the profile's hashtags/tags associated with that user.
- The hovercard shows the aspect (e.g., ""Besties"") the viewed user belongs to, if the viewing user has added them to an aspect.
- The hovercard indicates whether the profile owner is sharing with the current user, showing an appropriate status icon and tooltip message (e.g., ""is sharing with you"" vs ""is not sharing with you"").","@javascript
Feature: viewing a person's hovercard in posts and reshares

  Background:
    Given following users exist:
      | username   |
      | bob        |
      | alice      |
      | eve        |
    And a user with username ""bob"" is connected with ""alice"" in aspect ""Besties""
    And ""bob@bob.bob"" has a public post with text ""Here is a post to test with""
    And ""bob@bob.bob"" has a public post with text ""Here is a post to be reshared"" tagged with ""#awesome""
    And ""eve@eve.eve"" reshared the ""Here is a post to be reshared"" post

  Scenario: display hovercard when hovering over the post author's name in the stream
    When I sign in as ""alice@alice.alice""
    And I am on the stream page
    And I hover over ""bob""'s name in the ""Here is a post to test with"" post
    Then I should see a hovercard for ""bob""
    When I move my mouse away from the hovercard
    Then I should not see a hovercard for ""bob""

  Scenario: display hovercard when hovering over the post author's avatar in the stream
    When I sign in as ""alice@alice.alice""
    And I am on the stream page
    And I hover over ""bob""'s avatar in the ""Here is a post to test with"" post
    Then I should see a hovercard for ""bob""
    When I move my mouse away from the hovercard
    Then I should not see a hovercard for ""bob""

  Scenario: do not display hovercard for the resharer, only for the original poster
    When I sign in as ""alice@alice.alice""
    And I am on the stream page
    And I hover over ""eve""'s name in the reshare header of the ""Here is a post to be reshared"" post
    Then I should not see a hovercard for ""eve""
    When I hover over ""bob""'s name in the ""Here is a post to be reshared"" post
    Then I should see a hovercard for ""bob""

  Scenario: display hovercard on a tag stream page
    When I sign in as ""alice@alice.alice""
    And I am on the ""awesome"" tag stream page
    And I hover over ""bob""'s name in the ""Here is a post to be reshared"" post
    Then I should see a hovercard for ""bob""

  Scenario: display hovercard on the main stream for a logged-out user
    Given ""bob@bob.bob"" has a public post with text ""A public post visible to everyone""
    When I am not signed in
    And I open the show page of the ""A public post visible to everyone"" post
    And I hover over ""bob""'s name in the ""A public post visible to everyone"" post
    Then I should see a hovercard for ""bob""

  Scenario: hovercard shows the profile's tags
    When I sign in as ""alice@alice.alice""
    And I am on the ""awesome"" tag stream page
    And I hover over ""bob""'s name in the ""Here is a post to be reshared"" post
    Then I should see a hovercard for ""bob""
    And the hovercard should show the tag ""#awesome""

  Scenario: hovercard shows the aspect the viewed user belongs to
    When I sign in as ""alice@alice.alice""
    And I am on the stream page
    And I hover over ""bob""'s name in the ""Here is a post to test with"" post
    Then I should see a hovercard for ""bob""
    And the hovercard should show the aspect ""Besties""

  Scenario: hovercard indicates the profile owner is sharing with the current user
    When I sign in as ""alice@alice.alice""
    And I am on the stream page
    And I hover over ""bob""'s name in the ""Here is a post to test with"" post
    Then I should see a hovercard for ""bob""
    And the hovercard should show a sharing status icon with the tooltip ""is sharing with you""

  Scenario: hovercard indicates the profile owner is not sharing with the current user
    Given a user with username ""eve"" is not connected with ""bob""
    When I sign in as ""eve@eve.eve""
    And I open the show page of the ""Here is a post to test with"" post
    And I hover over ""bob""'s name in the ""Here is a post to test with"" post
    Then I should see a hovercard for ""bob""
    And the hovercard should show a sharing status icon with the tooltip ""is not sharing with you"""
80,"As a mobile website user,
I want to add or remove people from my aspects directly from their profile page,
So that I can organize my contacts into meaningful groups and easily manage those relationships.

Acceptance Criteria:
- On a user's profile page, the aspect dropdown within the author info section should display ""Add contact"" when the viewed person is not yet in any of my aspects.
- Selecting an aspect from the dropdown should add the person to that aspect and update the dropdown label to show the selected aspect's name.
- When the person belongs to more than one aspect, the dropdown label should display the total count (e.g., ""In 2 aspects"") instead of individual aspect names.
- Adding a person to an aspect should increase that aspect's contact count accordingly, and this should persist when revisiting the profile page.
- Selecting an aspect the person already belongs to should remove them from that aspect, updating the dropdown label and decreasing that aspect's contact count accordingly.","@javascript
  Feature: managing aspect membership from a user's profile page

  Background:
    Given following users exist:
      | username   |
      | bob        |
      | alice      |
    And ""bob"" has the following aspects:
      | name       |
      | friends    |
      | family      |
      | work        |
    And a user with username ""bob"" is connected with ""alice""

  Scenario: aspect dropdown shows ""Add contact"" when person is not in any aspect
    Given ""bob"" has removed ""alice"" from all of his aspects
    When I sign in as ""bob@bob.bob""
    And I open the profile page of ""alice""
    Then I should see ""Add contact"" within the aspect dropdown

  Scenario: adding a person to an aspect updates the dropdown label
    Given ""bob"" has removed ""alice"" from all of his aspects
    When I sign in as ""bob@bob.bob""
    And I open the profile page of ""alice""
    And I select the ""friends"" aspect from the aspect dropdown
    Then I should see ""friends"" within the aspect dropdown

  Scenario: dropdown shows aspect count when person belongs to more than one aspect
    Given ""bob"" has removed ""alice"" from all of his aspects
    When I sign in as ""bob@bob.bob""
    And I open the profile page of ""alice""
    And I select the ""friends"" aspect from the aspect dropdown
    And I select the ""family"" aspect from the aspect dropdown
    Then I should see ""In 2 aspects"" within the aspect dropdown

  Scenario: adding a person to an aspect increases the aspect's contact count and persists
    Given ""bob"" has removed ""alice"" from all of his aspects
    When I sign in as ""bob@bob.bob""
    And I open the aspects page
    Then I should see ""0 contacts"" within the ""friends"" aspect
    When I open the profile page of ""alice""
    And I select the ""friends"" aspect from the aspect dropdown
    And I open the aspects page
    Then I should see ""1 contact"" within the ""friends"" aspect
    When I open the profile page of ""alice""
    Then I should see ""friends"" within the aspect dropdown

  Scenario: removing a person from an aspect updates the dropdown label and decreases the aspect's contact count
    Given ""bob"" has ""alice"" in his ""friends"" aspect
    When I sign in as ""bob@bob.bob""
    And I open the profile page of ""alice""
    And I select the ""friends"" aspect from the aspect dropdown
    Then I should see ""Add contact"" within the aspect dropdown
    When I open the aspects page
    Then I should see ""0 contacts"" within the ""friends"" aspect"
81,"As a new visitor,
I want to register for a new account through the sign-up page,
So that I can create my own account and start using the application.

Acceptance Criteria:
- When a visitor fills in the new user registration form with valid information and submits it by pressing ""Create account"", they should be redirected to the getting started page and see its contents.
- When open registrations are closed, a visitor navigating to the new user registration page should see the message ""Open signups are closed at this time"" instead of being able to sign up.
- When registrations are closed, even if a visitor has already filled in the registration form before submitting, pressing ""Create account"" should still block the registration and display the message ""Open signups are closed at this time"", preventing account creation regardless of how the request is sent.","@javascript
  Feature: registering for a new account

  Background:
    Given the pod has open registrations enabled

  Scenario: sign up with valid information
    Given I am on the registration page
    When I fill in ""user_username"" with ""brand_new_user""
    And I fill in ""user_email"" with ""brand_new_user@example.com""
    And I fill in ""user_password"" with ""S0meS3curePassw0rd!""
    And I fill in ""user_password_confirmation"" with ""S0meS3curePassw0rd!""
    And I press ""Create account""
    Then I should be on the getting started page
    And I should see ""Getting Started""

  Scenario: visiting the registration page when open registrations are closed
    Given the pod has closed its registrations
    When I open the registration page
    Then I should see ""Open signups are closed at this time""
    And I should not see ""Create account""

  Scenario: submitting the registration form after registrations were closed
    Given I am on the registration page
    And I fill in ""user_username"" with ""brand_new_user""
    And I fill in ""user_email"" with ""brand_new_user@example.com""
    And I fill in ""user_password"" with ""S0meS3curePassw0rd!""
    And I fill in ""user_password_confirmation"" with ""S0meS3curePassw0rd!""
    And the pod has closed its registrations
    When I press ""Create account""
    Then I should see ""Open signups are closed at this time""
    And no user with username ""brand_new_user"" should exist"
82,"As a mobile user,
I want to send, view, and delete private conversation messages with my connections on the mobile website,
So that I can communicate privately with other users and manage my message history while on a mobile device.

Acceptance Criteria:
- A signed-in user must be able to send a new private message with a subject and text to one of their connections, and after sending, the message subject should appear in the conversation heading, the recipient should be shown as part of the active conversation, and the message text should be visible in the conversation stream.
- When the recipient signs in and replies to the conversation, their reply text should be visible within the conversation after selecting it.
- A user must be able to delete a message from the conversation by clicking the remove action and confirming the deletion prompt, after which the deleted message text should no longer be visible in the conversation.","@javascript
Feature: sending, viewing and deleting private conversation messages on mobile

  Background:
    Given following users exist:
      | username   |
      | bob        |
      | alice      |
    And a user with username ""bob"" is connected with ""alice""
    And I am using a mobile browser

  Scenario: send a new private message to a connection
    When I sign in as ""bob@bob.bob""
    And I go to the new conversation page
    And I fill in ""contact_ids"" with ""alice""
    And I fill in ""conversation_subject"" with ""Hey Alice""
    And I fill in ""conversation_text"" with ""How are you doing?""
    And I submit the form
    Then I should see ""Hey Alice"" within the conversation heading
    And I should see ""alice"" as part of the active conversation
    And I should see ""How are you doing?"" within the conversation stream

  Scenario: reply to an existing conversation
    Given ""bob@bob.bob"" has sent a conversation with subject ""Hey Alice"" and text ""How are you doing?"" to ""alice@alice.alice""
    When I sign in as ""alice@alice.alice""
    And I open the conversation with subject ""Hey Alice""
    And I fill in ""message_text"" with ""I'm doing great, thanks!""
    And I submit the form
    Then I should see ""I'm doing great, thanks!"" within the conversation

  Scenario: delete a message from a conversation
    Given ""bob@bob.bob"" has sent a conversation with subject ""Hey Alice"" and text ""How are you doing?"" to ""alice@alice.alice""
    When I sign in as ""bob@bob.bob""
    And I open the conversation with subject ""Hey Alice""
    And I confirm the alert after I click to remove the message with text ""How are you doing?""
    Then I should not see ""How are you doing?"" within the conversation"
83,"As a user,
I want to manage my contacts by creating, editing, renaming, deleting, and organizing them into aspects,
So that I can easily categorize my contacts and control how I share content with different groups of people.

Acceptance Criteria:
- Users can create a new aspect from both the contacts page and the aspects (homepage) page by providing an aspect name, and the new aspect should immediately appear in the aspect navigation list.
- Users can delete an existing aspect from either the contacts page or the aspects page, with a confirmation prompt before deletion, and the deleted aspect should no longer appear in the aspect navigation list.
- Users can add or remove a contact from a specific aspect, and the contact count for that aspect should update accordingly.
- Users can rename an existing aspect, and the updated name should be reflected immediately on the page.
- Users can reorder aspects by dragging them into a new position, and the new order should persist after navigating away and returning to the contacts page.","@javascript
  Feature: managing aspects

  Background:
    Given following users exist:
      | username   |
      | bob        |
      | alice      |
    And a user with username ""bob"" is connected with ""alice""

  Scenario: create a new aspect from the contacts page
    When I sign in as ""alice@alice.alice""
    And I go to the contacts page
    And I click to add a new aspect
    And I fill in ""aspect_name"" with ""Coworkers""
    And I submit the form
    Then I should see ""Coworkers"" in the aspect navigation list

  Scenario: create a new aspect from the aspects (homepage) page
    When I sign in as ""alice@alice.alice""
    And I go to the aspects page
    And I click to add a new aspect
    And I fill in ""aspect_name"" with ""Family""
    And I submit the form
    Then I should see ""Family"" in the aspect navigation list

  Scenario: delete an aspect from the contacts page
    Given ""alice@alice.alice"" has an aspect called ""Acquaintances""
    When I sign in as ""alice@alice.alice""
    And I go to the contacts page
    And I confirm the alert after I click to delete the ""Acquaintances"" aspect
    Then I should not see ""Acquaintances"" in the aspect navigation list

  Scenario: delete an aspect from the aspects page
    Given ""alice@alice.alice"" has an aspect called ""Acquaintances""
    When I sign in as ""alice@alice.alice""
    And I go to the aspects page
    And I confirm the alert after I click to delete the ""Acquaintances"" aspect
    Then I should not see ""Acquaintances"" in the aspect navigation list

  Scenario: add a contact to an aspect
    Given ""alice@alice.alice"" has an aspect called ""Friends""
    When I sign in as ""alice@alice.alice""
    And I go to the contacts page
    And I add ""bob"" to the ""Friends"" aspect
    Then the ""Friends"" aspect should have 1 contact

  Scenario: remove a contact from an aspect
    Given ""alice@alice.alice"" has an aspect called ""Friends"" with ""bob"" as a member
    When I sign in as ""alice@alice.alice""
    And I go to the contacts page
    And I remove ""bob"" from the ""Friends"" aspect
    Then the ""Friends"" aspect should have 0 contacts

  Scenario: rename an existing aspect
    Given ""alice@alice.alice"" has an aspect called ""Old Name""
    When I sign in as ""alice@alice.alice""
    And I go to the contacts page
    And I rename the ""Old Name"" aspect to ""New Name""
    Then I should see ""New Name"" in the aspect navigation list
    And I should not see ""Old Name"" in the aspect navigation list

  Scenario: reorder aspects by dragging them into a new position
    Given ""alice@alice.alice"" has an aspect called ""Aspect One""
    And ""alice@alice.alice"" has an aspect called ""Aspect Two""
    And ""alice@alice.alice"" has an aspect called ""Aspect Three""
    When I sign in as ""alice@alice.alice""
    And I go to the contacts page
    And I drag the ""Aspect Three"" aspect to the first position
    And I go to the contacts page
    Then the aspect navigation list should be in the following order:
      | Aspect Three |
      | Aspect One   |
      | Aspect Two   |"
84,"As a mobile user,
I want to create posts from the mobile main page, including selecting which aspects to share with and attaching photos,
So that I can share updates and images with specific groups of my contacts directly from my mobile device.

Acceptance Criteria:
- A user can enter text into the mobile publisher, select one or more aspects from the aspect dropdown, and share the post so that it appears in the stream for the selected aspects only, remaining hidden from aspects that were not selected.
- A user can delete a posted item from the stream, and after confirming the deletion prompt, the content should no longer be visible.
- A user can upload a photo without any accompanying text; once the upload completes, the photo should appear in the stream after sharing, and it should also be visible to other connected users who view the stream.
- When attempting to attach an invalid file, the system should prompt an alert and not display any uploaded image in the photo drop zone; the user can then attach a valid photo, see the upload complete, and remove the uploaded photo before sharing, resulting in no image shown in the drop zone.
- When a user attaches multiple photos in sequence and removes one of them, the remaining attached photo should still be visible in the drop zone, and the text area should correctly indicate the presence of attachments alongside the text content.","@javascript
  Feature: creating posts from the mobile main page

  Background:
    Given following users exist:
      | username   |
      | bob        |
      | alice      |
    And a user with username ""bob"" is connected with ""alice""
    And I use the mobile app
    And I sign in as ""bob@bob.bob""
    And I am on the mobile stream page

  Scenario: share a post with a selected aspect and hide it from unselected aspects
    When I fill in the mobile publisher with ""Hello mobile world""
    And I open the mobile aspect dropdown
    And I select the aspect ""family"" from the mobile aspect dropdown
    And I click the mobile share button
    Then I should see ""Hello mobile world"" in the mobile stream
    When I sign in as ""alice@alice.alice""
    And I am on the mobile stream page
    Then I should not see ""Hello mobile world"" in the mobile stream

  Scenario: delete a post from the mobile stream
    Given ""bob@bob.bob"" has a public post with text ""A post to be deleted""
    And I am on the mobile stream page
    When I confirm the alert after I click to delete the ""A post to be deleted"" post
    Then I should not see ""A post to be deleted"" in the mobile stream

  Scenario: upload a photo without any accompanying text
    When I attach the photo ""button.png"" to the mobile publisher
    And I wait for the photo upload to complete
    And I click the mobile share button
    Then I should see an uploaded photo in the mobile stream
    When I sign in as ""alice@alice.alice""
    And I am on the mobile stream page
    Then I should see an uploaded photo in the mobile stream

  Scenario: attempt to attach an invalid file to the mobile publisher
    When I attach the invalid file ""invalid.txt"" to the mobile publisher
    Then I should see an alert
    And I should not see an uploaded photo in the mobile photo drop zone
    When I attach the photo ""button.png"" to the mobile publisher
    And I wait for the photo upload to complete
    Then I should see an uploaded photo in the mobile photo drop zone
    When I remove the uploaded photo from the mobile photo drop zone
    Then I should not see an uploaded photo in the mobile photo drop zone

  Scenario: remove one of multiple attached photos from the mobile publisher
    When I attach the photo ""button.png"" to the mobile publisher
    And I wait for the photo upload to complete
    And I attach the photo ""user.jpg"" to the mobile publisher
    And I wait for the photo upload to complete
    Then I should see 2 uploaded photos in the mobile photo drop zone
    When I remove the first uploaded photo from the mobile photo drop zone
    Then I should see 1 uploaded photo in the mobile photo drop zone
    And the mobile publisher text area should indicate the presence of an attachment"
85,"As a mobile user,
I want to mark my content as not safe for work (NSFW) and control the visibility of NSFW content from others,
So that I can protect sensitive content and choose whether to view potentially objectionable material from people I follow.

Acceptance Criteria:
- A user must be able to mark their profile as NSFW or safe for work via the edit profile page, and the ""profile[nsfw]"" checkbox state should correctly reflect the chosen setting after submission.
- Posts from an NSFW user (including those containing text, polls, locations, or pictures) must be hidden by default in another user's mobile stream, with their content, poll text, location indicator, and pictures not visible until the user toggles NSFW visibility.
- When a viewing user toggles NSFW visibility, previously hidden NSFW posts (text, polls, locations, pictures) must become visible in the stream.
- Resharing an NSFW post (with a poll, location, or picture) must mark the reshare action as active, and the reshared content should remain hidden by default on the resharer’s home page, while still being counted correctly as an NSFW post.","@javascript
Feature: marking and viewing NSFW content on mobile

  Background:
    Given following users exist:
      | username   |
      | bob        |
      | alice      |
    And a user with username ""bob"" is connected with ""alice""

  Scenario: mark own profile as NSFW via edit profile page
    When I sign in as ""bob@bob.bob""
    And I go to the edit profile page
    And I check ""profile[nsfw]""
    And I submit the form
    Then I should see a flash message containing ""Your profile has been updated""
    And I go to the edit profile page
    And the ""profile[nsfw]"" checkbox should be checked

  Scenario: mark own profile as safe for work via edit profile page
    Given ""bob@bob.bob"" has marked their profile as ""nsfw""
    When I sign in as ""bob@bob.bob""
    And I go to the edit profile page
    And I uncheck ""profile[nsfw]""
    And I submit the form
    Then I should see a flash message containing ""Your profile has been updated""
    And I go to the edit profile page
    And the ""profile[nsfw]"" checkbox should not be checked

  Scenario: NSFW text post from a followed user is hidden by default on mobile stream
    Given ""bob@bob.bob"" has marked their profile as ""nsfw""
    And ""bob@bob.bob"" has a public post with text ""Here is a nsfw post to test with""
    When I sign in as ""alice@alice.alice"" on a mobile device
    And I go to the mobile stream page
    Then I should not see ""Here is a nsfw post to test with""

  Scenario: NSFW poll post from a followed user is hidden by default on mobile stream
    Given ""bob@bob.bob"" has marked their profile as ""nsfw""
    And ""bob@bob.bob"" has a public post with a poll with question ""Here is a nsfw poll to test with""
    When I sign in as ""alice@alice.alice"" on a mobile device
    And I go to the mobile stream page
    Then I should not see ""Here is a nsfw poll to test with""

  Scenario: NSFW post with a location from a followed user is hidden by default on mobile stream
    Given ""bob@bob.bob"" has marked their profile as ""nsfw""
    And ""bob@bob.bob"" has a public post with text ""Here is a nsfw post with location"" and a location
    When I sign in as ""alice@alice.alice"" on a mobile device
    And I go to the mobile stream page
    Then I should not see the location indicator for the ""Here is a nsfw post with location"" post

  Scenario: NSFW post with a picture from a followed user is hidden by default on mobile stream
    Given ""bob@bob.bob"" has marked their profile as ""nsfw""
    And ""bob@bob.bob"" has a public post with text ""Here is a nsfw post with picture"" and a picture
    When I sign in as ""alice@alice.alice"" on a mobile device
    And I go to the mobile stream page
    Then I should not see the picture for the ""Here is a nsfw post with picture"" post

  Scenario: toggling NSFW visibility reveals a hidden NSFW text post
    Given ""bob@bob.bob"" has marked their profile as ""nsfw""
    And ""bob@bob.bob"" has a public post with text ""Here is a nsfw post to test with""
    When I sign in as ""alice@alice.alice"" on a mobile device
    And I go to the mobile stream page
    And I toggle the NSFW visibility switch
    Then I should see ""Here is a nsfw post to test with""

  Scenario: toggling NSFW visibility reveals a hidden NSFW poll post
    Given ""bob@bob.bob"" has marked their profile as ""nsfw""
    And ""bob@bob.bob"" has a public post with a poll with question ""Here is a nsfw poll to test with""
    When I sign in as ""alice@alice.alice"" on a mobile device
    And I go to the mobile stream page
    And I toggle the NSFW visibility switch
    Then I should see ""Here is a nsfw poll to test with""

  Scenario: toggling NSFW visibility reveals a hidden NSFW post with a location
    Given ""bob@bob.bob"" has marked their profile as ""nsfw""
    And ""bob@bob.bob"" has a public post with text ""Here is a nsfw post with location"" and a location
    When I sign in as ""alice@alice.alice"" on a mobile device
    And I go to the mobile stream page
    And I toggle the NSFW visibility switch
    Then I should see the location indicator for the ""Here is a nsfw post with location"" post

  Scenario: toggling NSFW visibility reveals a hidden NSFW post with a picture
    Given ""bob@bob.bob"" has marked their profile as ""nsfw""
    And ""bob@bob.bob"" has a public post with text ""Here is a nsfw post with picture"" and a picture
    When I sign in as ""alice@alice.alice"" on a mobile device
    And I go to the mobile stream page
    And I toggle the NSFW visibility switch
    Then I should see the picture for the ""Here is a nsfw post with picture"" post

  Scenario: resharing an NSFW post with a poll marks the reshare active and keeps it hidden by default
    Given ""bob@bob.bob"" has marked their profile as ""nsfw""
    And ""bob@bob.bob"" has a public post with a poll with question ""Here is a nsfw poll to reshare""
    When I sign in as ""alice@alice.alice"" on a mobile device
    And I open the show page of the ""Here is a nsfw poll to reshare"" post
    And I click to reshare the post
    Then the reshare action should be marked as active
    When I go to my mobile home page
    Then I should not see ""Here is a nsfw poll to reshare""
    And the NSFW post count should include the reshared post

  Scenario: resharing an NSFW post with a location marks the reshare active and keeps it hidden by default
    Given ""bob@b"
86,"As a registered user,
I want to be able to log in and log out of my account,
So that I can securely access and exit my personal stream page.

Acceptance Criteria:
- A user with valid credentials (username and password) can sign in manually and be redirected to the stream page.
- A signed-in user can click on their name in the header to reveal account options.
- A signed-in user can select the ""Log out"" option from the header menu and be redirected to the new user session (login) page.","@javascript
  Feature: signing in and out of an account

  Background:
    Given following users exist:
      | username   |
      | bob        |

  Scenario: sign in with valid credentials
    When I sign in manually as ""bob@bob.bob"" with password ""password""
    Then I should be on the stream page

  Scenario: log out from the header menu
    Given I sign in as ""bob@bob.bob""
    And I am on the stream page
    When I click on my name in the header
    And I click on ""Log out""
    Then I should be on the new user session page"
87,"As a registered user,
I want to edit and update my profile information including personal details, tags, privacy settings, and photo,
So that I can keep my profile accurate, up to date, and personalized.

Acceptance Criteria:
- The user can update profile fields (gender, first name, last name, bio, location, and date of birth) and see a success confirmation after saving, with all updated values correctly reflected in the form.
- The user can add multiple tags to their profile through a search/selection interface, and all added tags remain visible after subsequent updates.
- The user can toggle the ""public details"" switch on or off, and the updated state persists after saving.
- The user can upload a profile photo, receive an error message if an invalid file is uploaded, and successfully crop, preview, and confirm a valid image before it is saved and displayed on their profile page.","@javascript
  Feature: editing profile information

    Background:
      Given following users exist:
        | username   |
        | bob        |
      And I sign in as ""bob@bob.bob""
      And I go to the edit profile page

    Scenario: update personal details
      When I select ""Female"" from ""profile_gender""
      And I fill in ""profile_first_name"" with ""Roberta""
      And I fill in ""profile_last_name"" with ""Robertson""
      And I fill in ""profile_bio"" with ""This is my updated bio""
      And I fill in ""profile_location"" with ""Berlin, Germany""
      And I fill in ""profile_date_of_birth"" with ""1990-05-15""
      And I submit the form
      Then I should see a flash message containing ""Your profile has been updated""
      And the ""profile_first_name"" field should contain ""Roberta""
      And the ""profile_last_name"" field should contain ""Robertson""
      And the ""profile_bio"" field should contain ""This is my updated bio""
      And the ""profile_location"" field should contain ""Berlin, Germany""
      And the ""profile_date_of_birth"" field should contain ""1990-05-15""

    Scenario: add multiple tags to profile
      When I fill in the tags field with ""photography""
      And I select ""photography"" from the tag suggestions
      And I fill in the tags field with ""travel""
      And I select ""travel"" from the tag suggestions
      And I fill in the tags field with ""music""
      And I select ""music"" from the tag suggestions
      And I submit the form
      Then I should see a flash message containing ""Your profile has been updated""
      And I should see the tag ""photography"" in the tags list
      And I should see the tag ""travel"" in the tags list
      And I should see the tag ""music"" in the tags list
      When I go to the edit profile page
      Then I should see the tag ""photography"" in the tags list
      And I should see the tag ""travel"" in the tags list
      And I should see the tag ""music"" in the tags list

    Scenario: toggle public details switch on
      When I toggle the ""public details"" switch on
      And I submit the form
      Then I should see a flash message containing ""Your profile has been updated""
      And the ""public details"" switch should be on

    Scenario: toggle public details switch off
      Given the ""public details"" switch is on
      When I toggle the ""public details"" switch off
      And I submit the form
      Then I should see a flash message containing ""Your profile has been updated""
      And the ""public details"" switch should be off

    Scenario: attempt to upload an invalid profile photo
      When I attach the file ""invalid_file.txt"" to the profile photo field
      Then I should see a flash message containing ""is not a valid file type""

    Scenario: upload, crop, and confirm a valid profile photo
      When I attach the file ""avatar.png"" to the profile photo field
      And I crop the uploaded image
      And I confirm the cropped image preview
      And I submit the form
      Then I should see a flash message containing ""Your profile has been updated""
      And I should see my profile photo on the profile page"
