id,user_story,generated_gherkin
200,"As a finance system administrator,
I want to execute batch API requests with support for idempotency, transactional behavior, reference-tree execution, and loan operations,
So that I can process multiple dependent banking actions reliably and ensure correct rollback, caching, and loan state updates.

Acceptance Criteria:
- A sample Batch API call can be executed successfully and all steps return 200 OK.
- Batch API requests using the same idempotency key on repeated repayment calls must reuse the cached response, return the same client/loan identifiers and idempotency key, and create only one repayment transaction.
- Batch API calls with `enclosingTransaction=true` must return 200 OK for all steps when every step succeeds.
- Batch API calls with `enclosingTransaction=true` must roll back all created data when one step fails, and the failing step must return error code 404.
- Batch API calls with `enclosingTransaction=false` must return 200 OK for all successful steps when every step succeeds.
- Batch API calls with `enclosingTransaction=false` must preserve successful steps before and after a failed step, while the failing step returns error code 404.
- Batch API calls with `enclosingTransaction=false` and duplicated steps must execute successfully, with the duplicated step served from cache on the repeated request.
- Batch API calls with `enclosingTransaction=false` and two reference trees must execute all steps successfully when all steps pass.
- Batch API calls with `enclosingTransaction=false` and two reference trees must keep the successful steps from the first tree and the successful steps from the second tree even if one step in the second tree fails, while the failing step returns error code 404.
- A Batch API call that depends on a datatable query response must return 400 for the update step when the query response is empty.
- A Batch API call can create a client, create and approve a loan, disburse it, and apply an interest pause in a single request, and the loan must have an active interest pause period from day 1 to day 2.
- The same loan creation, approval, disbursement, and interest pause flow must also work when steps are referenced by external IDs.
- A Batch API charge-off flow must support creating a client, creating and approving a loan, disbursing it, processing an autopay repayment, and then charging off the loan in a batch call.
- After the charge-off batch call, the repayment schedule must reflect the repayment, accrual, and charge-off correctly.
- After the charge-off batch call, the loan transactions tab must contain the disbursement, repayment, accrual, and charge-off transactions with the expected amounts and balances.
- After the charge-off batch call, the loan must be marked as charged off on the expected business date.","@BatchAPI
@BatchAPIIdempotencyTransactionalReferenceTreeLoanOperationsFeature
Feature: Batch API execution with idempotency, transactional behavior, reference-tree execution, and loan operations

  @TestRailId:C80001
  Scenario: Verify sample Batch API call executes successfully with all steps returning 200 OK - UC1
    When Admin prepares a batch request with the following steps
      | stepId | operationType | resourceType | payloadRef | expectedHttpStatus |
      | 1      | POST          | clients      | clientA    | 200                |
      | 2      | POST          | loans        | loanA      | 200                |
      | 3      | POST          | repayments   | repayA     | 200                |
    Then Admin executes the batch request
    Then Admin verifies all batch steps returned 200 OK
    Then Admin verifies the batch response contains the following identifiers
      | stepId | resourceIdType | expectedValueSource |
      | 1      | clientId       | clientA             |
      | 2      | loanId         | loanA               |
      | 3      | repaymentId     | repayA              |

  @TestRailId:C80002
  Scenario: Verify repeated repayment batch call with same idempotency key reuses cached response and creates only one repayment transaction - UC2
    When Admin creates a client with random data
    And Admin creates and approves a loan for the client
    And Admin disburses the loan
    And Admin prepares a repayment batch request with idempotency key ""idem-repay-001"" and the following steps
      | stepId | operationType | resourceType | payloadRef | expectedHttpStatus |
      | 1      | POST          | repayments   | repayB     | 200                |
    And Admin executes the repayment batch request
    And Admin executes the same repayment batch request again with idempotency key ""idem-repay-001""
    Then Admin verifies the second batch response reused the cached response
    Then Admin verifies the second batch response returned the same client and loan identifiers
    Then Admin verifies the second batch response returned the same idempotency key ""idem-repay-001""
    Then Admin verifies only one repayment transaction was created for the loan

  @TestRailId:C80003
  Scenario: Verify enclosingTransaction=true batch call returns 200 OK for all steps when every step succeeds - UC3
    When Admin prepares a batch request with enclosingTransaction true and the following steps
      | stepId | operationType | resourceType | payloadRef | expectedHttpStatus |
      | 1      | POST          | clients      | clientC    | 200                |
      | 2      | POST          | loans        | loanC      | 200                |
      | 3      | POST          | repayments   | repayC     | 200                |
    Then Admin executes the batch request
    Then Admin verifies all batch steps returned 200 OK
    Then Admin verifies the enclosing transaction committed successfully

  @TestRailId:C80004
  Scenario: Verify enclosingTransaction=true batch call rolls back all created data when one step fails and failing step returns 404 - UC4
    When Admin prepares a batch request with enclosingTransaction true and the following steps
      | stepId | operationType | resourceType | payloadRef | expectedHttpStatus |
      | 1      | POST          | clients      | clientD    | 200                |
      | 2      | POST          | loans        | loanD      | 404                |
      | 3      | POST          | repayments   | repayD     | 200                |
    Then Admin executes the batch request
    Then Admin verifies the failing step returned error code 404
    Then Admin verifies all created data was rolled back
    Then Admin verifies no client, loan, or repayment records exist for the rolled back batch request

  @TestRailId:C80005
  Scenario: Verify enclosingTransaction=false batch call returns 200 OK for all successful steps when every step succeeds - UC5
    When Admin prepares a batch request with enclosingTransaction false and the following steps
      | stepId | operationType | resourceType | payloadRef | expectedHttpStatus |
      | 1      | POST          | clients      | clientE    | 200                |
      | 2      | POST          | loans        | loanE      | 200                |
      | 3      | POST          | repayments   | repayE     | 200                |
    Then Admin executes the batch request
    Then Admin verifies all batch steps returned 200 OK
    Then Admin verifies the batch response contains persisted client, loan, and repayment identifiers

  @TestRailId:C80006
  Scenario: Verify enclosingTransaction=false batch call preserves successful steps before and after a failed step while failing step returns 404 - UC6
    When Admin prepares a batch request with enclosingTransaction false and the following steps
      | stepId | operationType | resourceType | payloadRef | expectedHttpStatus |
      | 1      | POST          | clients      | clientF    | 200                |
      | 2      | POST          | loans        | loanF      | 404                |
      | 3      | POST          | repayments   | repayF     | 200                |
    Then Admin executes the batch request
    Then Admin verifies step 1 returned 200 OK
    Then Admin verifies step 2 returned error code 404
    Then Admin verifies step 3 returned 200 OK
    Then Admin verifies successful steps before and after the failed step were preserved

  @TestRailId:C80007
  Scenario: Verify enclosingTransaction=false batch call with duplicated steps executes successfully and duplicated step is served from cache on repeated request - UC7
    When Admin prepares a batch request with enclosingTransaction false and the following duplicated steps
      | stepId | operationType | resourceType | payloadRef | expectedHttpStatus |
      | 1      | POST          | clients      | clientG    | 200                |
      | 2      | POST          | clients      | clientG    | 200                |
      | 3      | POST          | loans        | loanG      | 200                |
    Then Admin executes the batch request
    Then Admin verifies all batch steps returned 200 OK
    Then Admin verifies the duplicated step was served from cache on the repeated request

  @TestRailId:C80008
  Scenario: Verify enclosingTransaction=false batch call with two reference trees executes all steps successfully when all steps pass - UC8
    When Admin prepares a batch request with enclosingTransaction false and the following reference trees
      | treeName | stepId | operationType | resourceType | payloadRef | expectedHttpStatus |
      | treeA    | 1      | POST          | clients      | clientH    | 200                |
      | treeA    | 2      | POST          | loans        | loanH      | 200                |
      | treeB    | 3      | POST          | repayments   | repayH     | 200                |
      | treeB    | 4      | POST          | repayments   | repayH2    | 200                |
    Then Admin executes the batch request
    Then Admin verifies all steps in reference tree A returned 200 OK
    Then Admin verifies all steps in reference tree B returned 200 OK
    Then Admin verifies both reference trees completed successfully

  @TestRailId:C80009
  Scenario: Verify enclosingTransaction=false batch call with two reference trees preserves successful steps from both trees even if one step in the second tree fails while failing step returns 404 - UC9
    When Admin prepares a batch request with enclosingTransaction false and the following reference trees
      | treeName | stepId | operationType | resourceType | payloadRef | expectedHttpStatus |
      | treeA    | 1      | POST          | clients      | clientI    | 200                |
      | treeA    | 2      | POST          | loans        | loanI      | 200                |
      | treeB    | 3      | POST          | repayments   | repayI     | 200                |
      | treeB    | 4      | POST          | repayments   | repayI2    | 404                |
    Then Admin executes the batch request
    Then Admin verifies all successful steps from the first tree were preserved
    Then Admin verifies all successful steps from the second tree were preserved
    Then Admin verifies the failing step in the second tree returned error code 404

  @TestRailId:C80010
  Scenario: Verify batch API update step depending on datatable query response returns 400 when query response is empty - UC10
    When Admin prepares a batch request with a datatable query response dependency
      | stepId | operationType | resourceType | queryRef | payloadRef | expectedHttpStatus |
      | 1      | GET           | clients      | queryA   | queryOutA  | 200                |
      | 2      | PUT           | loans        | queryA   | loanUpdA   | 400                |
    And Admin configures the datatable query response for ""queryA"" as empty
    Then Admin executes the batch request
    Then Admin verifies the update step returned error code 400 due to empty query response

  @TestRailId:C80011
  Scenario: Verify batch API can create a client, create and approve a loan, disburse it, and apply an interest pause in a single request with active pause period from day 1 to day 2 - UC11
    When Admin prepares a batch request for client loan lifecycle with interest pause
      | stepId | operationType | resourceType | payloadRef | expectedHttpStatus |
      | 1      | POST          | clients      | clientJ    | 200                |
      | 2      | POST          | loans        | loanJ      | 200                |
      | 3      | POST          | loanActions  | approveJ    | 200                |
      | 4      | POST          | loanActions  | disburseJ   | 200                |
      | 5      | POST          | loanActions  | pauseJ      | 200                |
    And Admin sets the business date to ""01 January 2027""
    Then Admin executes the batch request
    Then Admin verifies the loan has an active interest pause period from day 1 to day 2

  @TestRailId:C80012
  Scenario: Verify batch API loan creation, approval, disbursement, and interest pause flow works when steps are referenced by external IDs - UC12
    When Admin prepares a batch request for client loan lifecycle with external IDs
      | stepId | externalId | operationType | resourceType | payloadRef | expectedHttpStatus |
      | 1      | ext-clientK | POST          | clients      | clientK    | 200                |
      | 2      | ext-loanK   | POST          | loans        | loanK      | 200                |
      | 3      | ext-approveK| POST          | loanActions  | approveK    | 200                |
      | 4      | ext-disburseK| POST         | loanActions  | disburseK   | 200                |
      | 5      | ext-pauseK   | POST          | loanActions  | pauseK      | 200                |
    Then Admin executes the batch request
    Then Admin verifies all steps returned 200 OK
    Then Admin verifies the loan lifecycle completed successfully using external IDs

  @TestRailId:C80013
  Scenario: Verify batch API charge-off flow supports client creation, loan creation and approval, disbursement, autopay repayment, and charge-off in a single request - UC13
    When Admin sets the business date to ""15 February 2027""
    And Admin prepares a batch request for charge-off flow
      | stepId | operationType | resourceType | payloadRef | expectedHttpStatus |
      | 1      | POST          | clients      | clientL    | 200                |
      | 2      | POST          | loans        | loanL      | 200                |
      | 3      | POST          | loanActions  | approveL    | 200                |
      | 4      | POST          | loanActions  | disburseL   | 200                |
      | 5      | POST          | repayments   | autopayL    | 200                |
      | 6      | POST          | loanActions  | chargeOffL  | 200                |
    Then Admin executes the batch request
    Then Admin verifies the charge-off batch call completed successfully

  @TestRailId:C80014
  Scenario: Verify after charge-off batch call the repayment schedule, loan transactions tab, and charged-off status are updated correctly on the expected business date - UC14
    When Admin sets the business date to ""15 February 2027""
    And Admin prepares a batch request for charge-off flow
      | stepId | operationType | resourceType | payloadRef | expectedHttpStatus |
      | 1      | POST          | clients      | clientM    | 200                |
      | 2      | POST          | loans        | loanM      | 200                |
      | 3      | POST          | loanActions  | approveM    | 200                |
      | 4      | POST          | loanActions  | disburseM   | 200                |
      | 5      | POST          | repayments   | autopayM    | 200                |
      | 6      | POST          | loanActions  | chargeOffM  | 200                |
    Then Admin executes the batch request
    Then Admin verifies the repayment schedule reflects the repayment, accrual, and charge-off correctly
    Then Admin verifies the loan transactions tab contains the disbursement, repayment, accrual, and charge-off transactions with the expected amounts and balances
    Then Admin verifies the loan is marked as charged off on ""15 February 2027"""
201,"As a user,
I want to moderate posts using single post view (SPV) moderation buttons,
So that I can hide, block, report, or delete posts and users as appropriate to control my content and interactions.

Acceptance Criteria:
- When a user opens the show page of a contact's post and confirms the alert after clicking to hide the post, they should be redirected to the stream page.
- When a user opens the show page of a contact's post and confirms the alert after clicking to block the user, they should be redirected to the stream page.
- When a user opens the show page of a contact's post, clicks to report the post, fills in a reason, and submits the form, a flash message confirming the report was successfully created should be displayed.
- When a user opens the show page of their own post and confirms the alert after clicking to delete the post, they should be redirected to the stream page.","# We can create a separate cucumber profile that will run these tests with Selenium
@javascript
Feature: single post view moderation

  Background:
    Given following user exists:
      | username    | email             |
      | Alice Smith | alice@alice.alice |
      | Bob Jones   | bob@bob.bob       |
    And I sign in as ""alice@alice.alice""

  Scenario: Hide a contact's post from the show page
    Given I am on the show page of ""Bob Jones""'s post
    When I click to hide the post and confirm the alert
    Then I should be redirected to the stream page

  Scenario: Block a contact from the show page of their post
    Given I am on the show page of ""Bob Jones""'s post
    When I click to block the user and confirm the alert
    Then I should be redirected to the stream page

  Scenario: Report a contact's post from the show page
    Given I am on the show page of ""Bob Jones""'s post
    When I click to report the post
    And I fill in ""Reason"" with ""Spam content""
    And I submit the report form
    Then I should see a flash message confirming the report was successfully created

  Scenario: Delete my own post from the show page
    Given I am on the show page of my post
    When I click to delete the post and confirm the alert
    Then I should be redirected to the stream page"
202,"As a signed-in user,
I want to have media links I post automatically rendered as embedded players,
So that other users can play audio and video content directly without leaving the page.

Acceptance Criteria:
- A registered user must be able to sign in successfully before posting content.
- When a user posts a message containing a link to a video file (e.g., .ogv format) using the publisher, the system should display an HTML5 video player for that content.
- When a user posts a message containing a link to an audio file (e.g., .ogg format) using the publisher, the system should display an HTML5 audio player for that content.","# We can create a separate cucumber profile that will run these tests with Selenium
@javascript
Feature: oembed

  Background:
    Given following user exists:
      | username    | email             |
      | Alice Smith | alice@alice.alice |
    And I sign in as ""alice@alice.alice""

  Scenario: Post a video link
    When I click the publisher and post ""[title](https://example.com/file.ogv)""
    Then I should see a HTML5 video player

  Scenario: Post an audio link
    When I click the publisher and post ""[title](https://example.com/file.ogg)""
    Then I should see a HTML5 audio player"
203,"As a user of the social network,
I want to follow other users and manage my contact aspects while safely viewing their profiles,
So that I can build meaningful connections and control how I interact with and see people I follow or who follow me.

Acceptance Criteria:
- When a user's profile name contains malicious script content, the system must sanitize/escape it before displaying it in flash messages or elsewhere, preventing script execution.
- When a user adds a contact to a newly created aspect, the contact count for both the new aspect and the original aspect used by the other user must be updated correctly, without duplicating the relationship.
- On a profile page of someone the user follows but who does not follow back, the aspect name they were added to should be visible, a mention option should be available, but no direct messaging option should be shown.
- On a profile page of someone who follows the user but whom the user does not yet follow, an ""Add contact"" option should be shown, and neither mention nor messaging options should be available.
- On a profile page of someone with a mutual follow relationship (added to multiple aspects), the system should indicate ""All aspects"" and display both mention and messaging options.","# We can create a separate cucumber profile that will run these tests with Selenium
@javascript
Feature: contacts and profile safety

  Background:
    Given following user exists:
      | username        | email                   |
      | Alice Smith     | alice@alice.alice       |
      | Bob Jones       | bob@bob.bob             |
      | Charlie Brown   | charlie@charlie.charlie |
      | Eve <script>    | eve@evil.evil           |
    And I sign in as ""alice@alice.alice""

  Scenario: Sanitize a malicious profile name in flash messages
    When I follow ""Eve <script>""
    Then I should see ""Eve <script>"" in the flash message
    And I should not see ""script"" in the flash message as executable content

  Scenario: Update contact counts when adding a contact to a new aspect
    Given I have an aspect called ""Friends""
    And ""Bob Jones"" is in my ""Friends"" aspect
    When I create an aspect called ""Work""
    And I add ""Bob Jones"" to my ""Work"" aspect
    Then I should see ""Bob Jones"" in ""Work""
    And I should see ""Bob Jones"" in ""Friends""
    And the ""Work"" aspect should have 1 contact
    And the ""Friends"" aspect should have 1 contact

  Scenario: View a profile of someone I follow who does not follow me back
    Given I have an aspect called ""Friends""
    And I add ""Bob Jones"" to my ""Friends"" aspect
    When I visit ""Bob Jones""'s profile
    Then I should see ""Friends""
    And I should see a mention option
    And I should not see a direct message option

  Scenario: View a profile of someone who follows me but I do not follow back
    Given ""Charlie Brown"" follows me
    When I visit ""Charlie Brown""'s profile
    Then I should see an ""Add contact"" option
    And I should not see a mention option
    And I should not see a direct message option

  Scenario: View a mutual follow profile with multiple aspects
    Given I have an aspect called ""Friends""
    And I have an aspect called ""Work""
    And I add ""Bob Jones"" to my ""Friends"" aspect
    And I add ""Bob Jones"" to my ""Work"" aspect
    And ""Bob Jones"" follows me
    When I visit ""Bob Jones""'s profile
    Then I should see ""All aspects""
    And I should see a mention option
    And I should see a direct message option"
204,"As a signed-in user,
I want to manage my account settings such as email, email notification preferences, preferred language, default post aspects, and profile data export,
So that I can control how my account behaves and how my personal information is used and shared.

Acceptance Criteria:
- When I update my email address on the edit user page and confirm it via the link sent in a confirmation email, my account should reflect the new activated email address.
- When I toggle specific email notification preferences (such as ""mentioned"" or ""mentioned in comment"") and confirm the change, the system should display a success message and persist the updated preference state.
- When I select a different preferred language and confirm the change, the interface should display the confirmation message in the newly selected language and retain that language as the selected option.
- When I change my default post aspects (e.g., selecting ""Family"" or ""Public"" instead of ""All aspects"") and save the change, the publisher on the stream page should reflect the newly selected default aspect the next time it is expanded.
- When I request to export my profile data, the system should notify me that the download is being prepared and send exactly one email containing the export information.","# We can create a separate cucumber profile that will run these tests with Selenium
@javascript
Feature: account settings

  Background:
    Given following user exists:
      | username    | email             |
      | Alice Smith | alice@alice.alice |
    And I sign in as ""alice@alice.alice""

  Scenario: Update email address
    When I go to the edit user page
    And I fill in ""Email"" with ""alice.new@alice.alice""
    And I press ""Save""
    And I confirm the email change from the confirmation email
    Then I should see ""Your email address was successfully changed""
    And I should see ""alice.new@alice.alice"" as my activated email address

  Scenario: Update email notification preferences
    When I go to the edit user page
    And I uncheck ""mentioned""
    And I check ""mentioned in comment""
    And I press ""Save""
    Then I should see ""Your settings have been saved""
    And the ""mentioned"" email notification preference should be disabled
    And the ""mentioned in comment"" email notification preference should be enabled

  Scenario: Update preferred language
    When I go to the edit user page
    And I select ""Deutsch"" from ""Language""
    And I press ""Save""
    Then I should see ""Ihre Einstellungen wurden gespeichert""
    And ""Deutsch"" should be selected as my preferred language

  Scenario: Update default post aspects
    When I go to the edit user page
    And I select ""Family"" from ""Default post aspects""
    And I press ""Save""
    Then I should see ""Your settings have been saved""
    When I go to the stream page
    And I expand the publisher
    Then I should see ""Family"" as my default post aspect

  Scenario: Export profile data
    When I go to the edit user page
    And I press ""Export my profile data""
    Then I should see ""Your profile data export is being prepared""
    And I should receive exactly one email with the profile data export information"
205,"As a user,
I want the publisher to automatically detect links I post and render rich media previews (such as embedded video players or images) when the content supports oEmbed and comes from a secure source,
So that I can share and view rich media content directly within the stream without needing to open external links.

Acceptance Criteria:
- When a user posts a link to a video from a secure, supported oEmbed provider, the system should render an embedded video player within the post.
- When a user posts a link to a video from an unsecure source, the system should not render a video player and should instead display the raw link text within the stream element.
- When a user posts an unsecure link that is rich-typed (e.g., video-like content) but not from a secure oEmbed provider, the system should not render a video player and should display the raw link text instead.
- When a user posts a direct photo link, the system should render an image element within the stream element instead of plain text.
- When a user posts a link from a domain that does not support oEmbed, the system should display the link as plain text within the stream element without any embedded preview.","# We can create a separate cucumber profile that will run these tests with Selenium
@javascript
Feature: oembed

  Background:
    Given following user exists:
      | username    | email             |
      | Alice Smith | alice@alice.alice |
    And I sign in as ""alice@alice.alice""

  Scenario: Post a secure video link from a supported oEmbed provider
    When I click the publisher and post ""[title](https://secure.example.com/video.ogv)""
    Then I should see a HTML5 video player

  Scenario: Post an unsecure video link
    When I click the publisher and post ""[title](http://example.com/video.ogv)""
    Then I should see the raw link text within the stream element
    And I should not see a HTML5 video player

  Scenario: Post an unsecure rich typed video link
    When I click the publisher and post ""[title](http://example.com/video.mp4)""
    Then I should see the raw link text within the stream element
    And I should not see a HTML5 video player

  Scenario: Post a direct photo link
    When I click the publisher and post ""[title](https://secure.example.com/photo.jpg)""
    Then I should see an image element within the stream element

  Scenario: Post a link from a domain that does not support oEmbed
    When I click the publisher and post ""[title](https://example.com/page)""
    Then I should see the raw link text within the stream element
    And I should not see an embedded preview"
206,"As a user,
I want to create a poll and attach it to my post when publishing a status update,
So that I can ask my followers a question and let them vote on the available options.

Acceptance Criteria:
- The poll creator panel is hidden by default and only becomes visible after the publisher is expanded and the user clicks on the poll creator toggle
- When the user fills in values for the first two answer options and loses focus, a third empty option field should automatically appear, and users should be able to remove the last added option (with the remove icon disappearing once only two options remain)
- Submitting the publisher form with a status message, a poll question, and at least two filled-in options should successfully post the update with the poll displayed within the stream element
- A signed-in user should be able to select an option and vote, after which the poll should display a progress bar, a percentage indicator, and a vote count summary (e.g., ""1 vote so far"")
- Clicking the toggle-result control should reveal the percentage breakdown of the poll results
- Attempting to submit a poll with fewer than two filled-in answer options should display a validation error on the empty answer input field","# We can create a separate cucumber profile that will run these tests with Selenium
@javascript
Feature: poll

  Background:
    Given following user exists:
      | username    | email             |
      | Alice Smith | alice@alice.alice |
    And I sign in as ""alice@alice.alice""

  Scenario: Create a poll in the publisher
    When I expand the publisher and click the poll creator toggle
    Then I should see the poll creator panel

  Scenario: Add and remove poll options
    When I expand the publisher and click the poll creator toggle
    And I fill in ""Question"" with ""What is your favorite color?""
    And I fill in ""Answer 1"" with ""Blue""
    And I fill in ""Answer 2"" with ""Green""
    Then I should see a third empty answer option field
    When I remove the last answer option
    Then I should not see the remove icon for the last answer option

  Scenario: Post a status update with a poll
    When I expand the publisher and click the poll creator toggle
    And I fill in ""What is your favorite color?"" as the poll question
    And I fill in the first two poll answers with ""Blue"" and ""Green""
    And I click the publisher and post ""I am curious what everyone thinks""
    Then I should see the poll within the stream element

  Scenario: Vote in a poll
    When I expand the publisher and click the poll creator toggle
    And I fill in ""What is your favorite color?"" as the poll question
    And I fill in the first two poll answers with ""Blue"" and ""Green""
    And I click the publisher and post ""I am curious what everyone thinks""
    And I select the ""Blue"" poll option
    Then I should see a progress bar
    And I should see a percentage indicator
    And I should see ""1 vote so far""

  Scenario: Reveal poll results
    When I expand the publisher and click the poll creator toggle
    And I fill in ""What is your favorite color?"" as the poll question
    And I fill in the first two poll answers with ""Blue"" and ""Green""
    And I click the publisher and post ""I am curious what everyone thinks""
    And I click the toggle-result control
    Then I should see the percentage breakdown of the poll results

  Scenario: Validate poll answer options
    When I expand the publisher and click the poll creator toggle
    And I fill in ""What is your favorite color?"" as the poll question
    And I fill in ""Answer 1"" with ""Blue""
    And I submit the publisher form
    Then I should see a validation error on the empty answer input field"
207,"As a user,
I want web+diaspora:// links to resolve directly to the corresponding post,
So that I can access shared content through external links without extra navigation.

Acceptance Criteria:
- A registered user with a public post can be referenced by an external web+diaspora:// link.
- Opening an external link pointing to a specific user's post navigates to that post's content.
- The resolved page correctly displays the text content of the linked post.","# We can create a separate cucumber profile that will run these tests with Selenium
@javascript
Feature: web+diaspora links

  Background:
    Given following user exists:
      | username    | email             |
      | Alice Smith | alice@alice.alice |
    And I sign in as ""alice@alice.alice""
    And I post a public message ""This is a public post""

  Scenario: Open a web+diaspora link to a post
    When I open the external link ""web+diaspora://alice@alice.alice/posts/1""
    Then I should see ""This is a public post"""
208,"As a new visitor,
I want to register for an account by filling out a sign-up form,
So that I can create a valid account and start using the getting started experience.

Acceptance Criteria:
- Accessing the new user registration page displays a form for account creation.
- Submitting valid account details (username, email, and password) creates the account and redirects the user to the getting started page, displaying its content.
- Submitting an invalid username containing disallowed special characters prevents account creation and shows validation errors for the username, password, and email fields.
- Submitting a valid username with an improperly formatted email address prevents account creation and shows validation errors for the password and email fields.
- Submitting a valid email with a password that does not meet the required criteria or does not match the confirmation prevents account creation and shows validation errors for the password and password confirmation fields.","# We can create a separate cucumber profile that will run these tests with Selenium
@javascript
Feature: sign up

  Scenario: Visit the registration page
    When I go to the sign up page
    Then I should see the sign up form

  Scenario: Sign up with valid account details
    When I go to the sign up page
    And I sign up with ""Alice Smith"", ""alice@alice.alice"", and ""password123""
    Then I should be on the getting started page
    And I should see the getting started content

  Scenario: Sign up with an invalid username
    When I go to the sign up page
    And I sign up with ""Alice!Smith"", ""alice@alice.alice"", and ""password123""
    Then I should see validation errors for ""username"", ""password"", and ""email""

  Scenario: Sign up with an invalid email address
    When I go to the sign up page
    And I sign up with ""Alice Smith"", ""alice"", and ""password123""
    Then I should see validation errors for ""password"" and ""email""

  Scenario: Sign up with an invalid password
    When I go to the sign up page
    And I sign up with ""Alice Smith"", ""alice@alice.alice"", and ""password""
    Then I should see validation errors for ""password"" and ""password confirmation"""
209,"As a mobile website user,
I want to edit my profile information including personal details, birth date, tags, and profile photo,
So that I can keep my profile accurate and up to date from my mobile device.

Acceptance Criteria:
- The user can update profile fields such as gender, first name, last name, bio, and location, and after saving, the edit profile page should display a confirmation message and reflect all the updated values.
- The user can add multiple tags to their profile using an autocomplete/search selection mechanism, and all previously added tags should remain visible after adding new ones.
- The user can upload a profile photo by attaching a file, with appropriate alert/confirmation handling for invalid and valid file uploads, and the uploaded photo should be displayed and persist when revisiting the edit profile page.","# We can create a separate cucumber profile that will run these tests with Selenium
@javascript
Feature: edit profile

  Background:
    Given following user exists:
      | username    | email             |
      | Alice Smith | alice@alice.alice |
    And I sign in as ""alice@alice.alice""

  Scenario: Update profile information
    When I go to the edit profile page
    And I fill in ""Gender"" with ""Female""
    And I fill in ""First name"" with ""Alice""
    And I fill in ""Last name"" with ""Smith""
    And I fill in ""Bio"" with ""Hello from my mobile device""
    And I fill in ""Location"" with ""Berlin""
    And I fill in ""Birth date"" with ""1990-01-01""
    And I press ""Save""
    Then I should see ""Profile updated""
    And I should see ""Female""
    And I should see ""Alice""
    And I should see ""Smith""
    And I should see ""Hello from my mobile device""
    And I should see ""Berlin""
    And I should see ""1990-01-01""

  Scenario: Add multiple tags to profile
    When I go to the edit profile page
    And I add the tag ""Ruby""
    And I add the tag ""Rails""
    And I add the tag ""Mobile""
    And I press ""Save""
    Then I should see ""Profile updated""
    And I should see ""Ruby""
    And I should see ""Rails""
    And I should see ""Mobile""

  Scenario: Upload a valid profile photo
    When I go to the edit profile page
    And I attach the file ""spec/fixtures/files/avatar.jpg"" to ""Profile photo""
    And I press ""Save""
    Then I should see ""Profile updated""
    And I should see a profile photo
    When I go to the edit profile page
    Then I should see a profile photo

  Scenario: Reject an invalid profile photo upload
    When I go to the edit profile page
    And I attach the file ""spec/fixtures/files/invalid.txt"" to ""Profile photo""
    And I press ""Save""
    Then I should see ""Profile photo upload failed""
    And I should not see a profile photo"
210,"As a registered user,
I want to close (delete) my own account from my profile settings,
So that I can permanently remove my access and data from the system when I no longer wish to use it.

Acceptance Criteria:
- When a signed-in user navigates to the edit user page and clicks the ""close account"" selector, a confirmation modal should be displayed containing the message ""Hey, please don't go!"".
- The user must enter their current password into the modal's password field and confirm the action (including a browser confirmation alert) before the account is closed.
- After successfully confirming, the user should be redirected to the new user session (sign-in) page.
- Once the account is closed, attempting to manually sign in with the same credentials should keep the user on the sign-in page and display a warning flash message indicating the sign-in attempt failed.","@javascript
Feature: close account

  Background:
    Given following user exists:
      | username    | email             | password |
      | Alice Smith | alice@alice.alice | password |
    And I sign in as ""alice@alice.alice""

  Scenario: Close my account from profile settings
    When I go to the edit user page
    And I click the close account selector
    Then I should see a modal with the text ""Hey, please don't go!""
    When I fill in the password field with ""password""
    And I confirm the modal
    And I accept the browser confirmation alert
    Then I should be on the new user session page

  Scenario: Sign in with a closed account
    When I go to the edit user page
    And I click the close account selector
    And I fill in the password field with ""password""
    And I confirm the modal
    And I accept the browser confirmation alert
    Then I should be on the new user session page
    When I sign in as ""alice@alice.alice"" with password ""password""
    Then I should be on the new user session page
    And I should see a warning flash message indicating the sign-in attempt failed"
