id,title,author,year,venue,search string,v1_decision,v1_reason,v2_decision,v2_reason
CVZZF2WX,Detecting privacy requirements from User Stories with NLP transfer learning models,"Casillo, Francesco; Deufemia, Vincenzo; Gravino, Carmine",2022,Information and Software Technology,"(""Gherkin"" OR ""BDD"" OR ""behavior-driven development"") AND (""generation"" OR ""automated"") AND (""user story"" OR ""requirements"")",UNSURE,Cần xem thêm: có user story/LLM nhưng không rõ test generation,EXCLUDE,EC4: abstract không liên quan trực tiếp Gherkin/BDD test generation
EQRWJ2NJ,Classification of Testable and Valuable User Stories by using Supervised Machine Learning Classifiers,"Subedi, Ishan Mani; Singh, Maninder; Ramasamy, Vijayalakshmi; Walia, Gursimran Singh",2021,2021 IEEE International Symposium on Software Reliability Engineering Workshops (ISSREW),"(""Gherkin"" OR ""BDD"" OR ""behavior-driven development"") AND (""generation"" OR ""automated"") AND (""user story"" OR ""requirements"")",UNSURE,Cần xem thêm: có user story/LLM nhưng không rõ test generation,EXCLUDE,EC2: không tìm được PDF
VRKU7NAD,Automated Classification and Identification of Non-Functional Requirements in Agile-Based Requirements Using Pre-Trained Language Models,"Alhaizaey, Abdulrahim; Al-Mashari, Majed",2025,IEEE Access,"(""Gherkin"" OR ""BDD"" OR ""behavior-driven development"") AND (""generation"" OR ""automated"") AND (""user story"" OR ""requirements"")",UNSURE,Cần xem thêm: có user story/LLM nhưng không rõ test generation,EXCLUDE,EC4: abstract không liên quan trực tiếp Gherkin/BDD test generation
XWRJSTJW,Automated Derivation of UML Sequence Diagrams from User Stories: Unleashing the Power of Generative AI vs. a Rule-Based Approach,"Jahan, Munima; Hassan, Mohammad Mahdi; Golpayegani, Reza; Ranjbaran, Golshid; Roy, Chanchal; Roy, Banani; Schneider, Kevin",2024,Proceedings of the ACM/IEEE 27th International Conference on Model Driven Engineering Languages and Systems,"(""Gherkin"" OR ""BDD"" OR ""behavior-driven development"") AND (""generation"" OR ""automated"") AND (""user story"" OR ""requirements"")",UNSURE,Cần xem thêm: có user story/LLM nhưng không rõ test generation,EXCLUDE,EC2: không tìm được PDF
SZYI2EIN,A ChatGPT-Powered Tool for Automating Context-Aware Acceptance Criteria Generation for User Stories,"Rawson, Jessica; Reddivari, Sandeep",2025,2025 IEEE International Conference on Information Reuse and Integration and Data Science (IRI),"(""Gherkin"" OR ""BDD"" OR ""behavior-driven development"") AND (""generation"" OR ""automated"") AND (""user story"" OR ""requirements"")",UNSURE,Cần xem thêm: có user story/LLM nhưng không rõ test generation,EXCLUDE,EC2: không tìm được PDF
PWGHTZBZ,A Tool for Test Case Scenarios Generation Using Large Language Models,"Sami, Abdul Malik; Rasheed, Zeeshan; Waseem, Muhammad; Zhang, Zheying; Tomas, Herda; Abrahamsson, Pekka",2024,,"(""Gherkin"" OR ""BDD"" OR ""behavior-driven development"") AND (""generation"" OR ""automated"") AND (""user story"" OR ""requirements"")",UNSURE,Cần xem thêm: có user story/LLM nhưng không rõ test generation,INCLUDE,
DLV7CNWQ,Automated Scriptless GUI Testing Aligned with Requirements and User Stories,"Karimi, Mohammadparsa",2024,,"(""Gherkin"" OR ""BDD"" OR ""behavior-driven development"") AND (""generation"" OR ""automated"") AND (""user story"" OR ""requirements"")",UNSURE,Cần xem thêm: có user story/LLM nhưng không rõ test generation,EXCLUDE,EC2: không tìm được PDF
P5QQYDLQ,Can LLMs Generate User Stories and Assess Their Quality?,"Quattrocchi, Giovanni; Pasquale, Liliana; Spoletini, Paola; Baresi, Luciano",2026,IEEE Transactions on Software Engineering,"(""Gherkin"" OR ""BDD"" OR ""behavior-driven development"") AND (""generation"" OR ""automated"") AND (""user story"" OR ""requirements"")",UNSURE,Cần xem thêm: có user story/LLM nhưng không rõ test generation,EXCLUDE,EC4: abstract không liên quan trực tiếp Gherkin/BDD test generation
CTU25Y6M,Leveraging machines to derive domain models from user stories,"Bragilovski, Maxim; Van Can, Ashley T.; Dalpiaz, Fabiano; Sturm, Arnon",2025,Requirements Engineering,"(""Gherkin"" OR ""BDD"" OR ""behavior-driven development"") AND (""generation"" OR ""automated"") AND (""user story"" OR ""requirements"")",UNSURE,Cần xem thêm: có user story/LLM nhưng không rõ test generation,EXCLUDE,EC4: abstract không liên quan trực tiếp Gherkin/BDD test generation
92EB6ZQS,<b>Generating user stories and acceptance criteria through extensions to the iStar framework</b>,"Narváez, Laura; Muelas, Francy; Pardo, César",2025,Periodicals of Engineering and Natural Sciences (PEN),"(""Gherkin"" OR ""BDD"" OR ""behavior-driven development"") AND (""generation"" OR ""automated"") AND (""user story"" OR ""requirements"")",UNSURE,Cần xem thêm: có user story/LLM nhưng không rõ test generation,INCLUDE,
NI2WYKG3,Leveraging RAG and LLMs for Access Control Policy Extraction From User Stories in Agile Software Development,"Aboukadri, Sara; Ouaddah, Aafaf; Mezrioui, Abdellatif; El Asri, Ikram",2025,IEEE Access,"(""Gherkin"" OR ""BDD"" OR ""behavior-driven development"") AND (""generation"" OR ""automated"") AND (""user story"" OR ""requirements"")",UNSURE,Cần xem thêm: có user story/LLM nhưng không rõ test generation,EXCLUDE,EC4: abstract không liên quan trực tiếp Gherkin/BDD test generation
E5HQB9LU,From Reviews to Requirements: Can LLMs Generate Human-Like User Stories?,"Sakib, Shadman; Akhand, Oishy Fatema; Tasneem, Tasnia; Ahmed, Shohel",2026,,"(""Gherkin"" OR ""BDD"" OR ""behavior-driven development"") AND (""generation"" OR ""automated"") AND (""user story"" OR ""requirements"")",UNSURE,Cần xem thêm: có user story/LLM nhưng không rõ test generation,EXCLUDE,EC4: abstract không liên quan trực tiếp Gherkin/BDD test generation
IJTBVBWH,Automating Voice-Based Conversations into Formal User Stories Using LLM and Speech Recognition,"Jayasingha, Chathura Prabath; Kumari, Suriyaa",2026,2026 6th International Conference on Advanced Research in Computing (ICARC),"(""Gherkin"" OR ""BDD"" OR ""behavior-driven development"") AND (""generation"" OR ""automated"") AND (""user story"" OR ""requirements"")",UNSURE,Cần xem thêm: có user story/LLM nhưng không rõ test generation,EXCLUDE,EC2: không tìm được PDF
GMYAG47I,LLM-Driven Cloud-Based Infrastructure Design,"Sepielli, Andrea; Calamo, Marco; Bianchini, Filippo; De Luzi, Francesca; Marinacci, Matteo; Monti, Flavia; Rossi, Jacopo; Mecella, Massimo; Tamla, Philippe; Krause, Thomas; Hemmje, Matthias",2025,2025 IEEE International Conference on Bioinformatics and Biomedicine (BIBM),"(""Gherkin"" OR ""BDD"" OR ""behavior-driven development"") AND (""generation"" OR ""automated"") AND (""user story"" OR ""requirements"")",UNSURE,Cần xem thêm: có user story/LLM nhưng không rõ test generation,EXCLUDE,EC2: không tìm được PDF
K6KMUM4U,Text2Stories: Evaluating the Alignment Between Stakeholder Interviews and Generated User Stories,"Dente, Francesco; Dalpiaz, Fabiano; Papotti, Paolo",2025,,"(""Gherkin"" OR ""BDD"" OR ""behavior-driven development"") AND (""generation"" OR ""automated"") AND (""user story"" OR ""requirements"")",UNSURE,Cần xem thêm: có user story/LLM nhưng không rõ test generation,EXCLUDE,EC4: abstract không liên quan trực tiếp Gherkin/BDD test generation
G5Q46ZCW,Deriving Domain Models From User Stories: Human vs. Machines,"Bragilovski, Maxim; Van Can, Ashley T.; Dalpiaz, Fabiano; Sturm, Arnon",2024,2024 IEEE 32nd International Requirements Engineering Conference (RE),"(""Gherkin"" OR ""BDD"" OR ""behavior-driven development"") AND (""generation"" OR ""automated"") AND (""user story"" OR ""requirements"")",UNSURE,Cần xem thêm: có user story/LLM nhưng không rõ test generation,EXCLUDE,EC2: không tìm được PDF
KBYPDRPX,Extracting Domain Models from Textual Requirements in the Era of Large Language Models,"Arulmohan, Sathurshan; Meurs, Marie-Jean; Mosser, Sébastien",2023,2023 ACM/IEEE International Conference on Model Driven Engineering Languages and Systems Companion (MODELS-C),"(""Gherkin"" OR ""BDD"" OR ""behavior-driven development"") AND (""generation"" OR ""automated"") AND (""user story"" OR ""requirements"")",UNSURE,Cần xem thêm: có user story/LLM nhưng không rõ test generation,EXCLUDE,EC2: không tìm được PDF
A9EXK9MX,A Comparison of Transforming the User Stories and Functional Requirements into UML Use Case Diagram,"Molla, Md Monirul Islam; Ahmad, Johanna; Wan Kadir, Wan Mohd Nasir",2024,International Journal of Innovative Computing,"(""Gherkin"" OR ""BDD"" OR ""behavior-driven development"") AND (""generation"" OR ""automated"") AND (""user story"" OR ""requirements"")",UNSURE,Cần xem thêm: có user story/LLM nhưng không rõ test generation,EXCLUDE,EC4: abstract không liên quan trực tiếp Gherkin/BDD test generation
UKBIQ52F,Automated Goal Model Extraction from User Stories Using NLP,"Gunes, Tugce; Aydemir, Fatma Basak",2020,2020 IEEE 28th International Requirements Engineering Conference (RE),"(""Gherkin"" OR ""BDD"" OR ""behavior-driven development"") AND (""generation"" OR ""automated"") AND (""user story"" OR ""requirements"")",UNSURE,Cần xem thêm: có user story/LLM nhưng không rõ test generation,EXCLUDE,EC2: không tìm được PDF
65YF8C9W,A software acceptance testing approach with accessibility for the deaf,"De Oliveira, Lívia Fernanda; Rodrigues, Cássio Leonardo; Silva, Karina Rocha Gomes Da",2025,Universal Access in the Information Society,"(""Gherkin"" OR ""BDD"" OR ""behavior-driven development"") AND (""generation"" OR ""automated"") AND (""user story"" OR ""requirements"")",INCLUDE,,EXCLUDE,EC2: không tìm được PDF
7NP88Q66,Large Language Model (LLM)-Based Automation for Software Test Script Generation,Srikanth Kavuri,2022,Computer Fraud and Security,"(""Gherkin"" OR ""BDD"" OR ""behavior-driven development"") AND (""generation"" OR ""automated"") AND (""user story"" OR ""requirements"")",UNSURE,Cần xem thêm: có user story/LLM nhưng không rõ test generation,INCLUDE,
RBGE6QXZ,PrivacyStory: Tool Support for Extracting Privacy Requirements from User Stories,"Herwanto, Guntur Budi; Quirchmayr, Gerald; Tjoa, A Min",2022,2022 IEEE 30th International Requirements Engineering Conference (RE),"(""Gherkin"" OR ""BDD"" OR ""behavior-driven development"") AND (""generation"" OR ""automated"") AND (""user story"" OR ""requirements"")",UNSURE,Cần xem thêm: có user story/LLM nhưng không rõ test generation,EXCLUDE,EC2: không tìm được PDF
URLGZVFN,Towards digitalization of requirements: generating context-sensitive user stories from diverse specifications,"Nistala, Padmalata V.; Rajbhoj, Asha; Kulkarni, Vinay; Soni, Shivani; Nori, Kesav V.; Reddy, Raghu",2022,Automated Software Engineering,"(""Gherkin"" OR ""BDD"" OR ""behavior-driven development"") AND (""generation"" OR ""automated"") AND (""user story"" OR ""requirements"")",UNSURE,Cần xem thêm: có user story/LLM nhưng không rõ test generation,EXCLUDE,EC2: không tìm được PDF
M8EWBUTB,Transitioning from motivational goal models to user stories within user-centred software design,"Oliveira, E.; Maram, Varsha; Sterling, L.",2021,,"(""Gherkin"" OR ""BDD"" OR ""behavior-driven development"") AND (""generation"" OR ""automated"") AND (""user story"" OR ""requirements"")",UNSURE,Cần xem thêm: có user story/LLM nhưng không rõ test generation,EXCLUDE,EC4: abstract không liên quan trực tiếp Gherkin/BDD test generation
BU7FWN95,Visualisation of User Stories to UML use Case Diagram,"Mornie, Mohammad Nazrul; Jali, Nurfauza; Cheah, Wai Shiang; Mit, Edwin; Saee, Suhaila; Jali, Suriati Khartini; Greer, Desmond",2025,Journal of Advanced Research in Applied Sciences and Engineering Technology,"(""Gherkin"" OR ""BDD"" OR ""behavior-driven development"") AND (""generation"" OR ""automated"") AND (""user story"" OR ""requirements"")",UNSURE,Cần xem thêm: có user story/LLM nhưng không rõ test generation,EXCLUDE,EC4: abstract không liên quan trực tiếp Gherkin/BDD test generation
29VDYRL5,Exploring the Use of LLMs for Requirements Specification in an IT Consulting Company,"Pasquale, Liliana; Ragone, Azzurra; Piemontese, Emanuele; Darban, Armin Amiri",2025,2025 IEEE 33rd International Requirements Engineering Conference (RE),"(""Gherkin"" OR ""BDD"" OR ""behavior-driven development"") AND (""generation"" OR ""automated"") AND (""user story"" OR ""requirements"")",UNSURE,Cần xem thêm: có user story/LLM nhưng không rõ test generation,EXCLUDE,EC2: không tìm được PDF
EDIUKJ7H,Leveraging NLP Techniques for Privacy Requirements Engineering in User Stories,"Herwanto, Guntur Budi; Quirchmayr, Gerald; Tjoa, A. Min",2024,IEEE Access,"(""Gherkin"" OR ""BDD"" OR ""behavior-driven development"") AND (""generation"" OR ""automated"") AND (""user story"" OR ""requirements"")",UNSURE,Cần xem thêm: có user story/LLM nhưng không rõ test generation,EXCLUDE,EC4: abstract không liên quan trực tiếp Gherkin/BDD test generation
AMFM8SVG,LLM-Empowered Scriptless Functional Testing,"Van Hooren, Colin; Ricós, Fernando Pastor; Bromuri, Stefano; Vos, Tanja E. J.; Marín, Beatriz",2025,"2025 25th International Conference on Software Quality, Reliability and Security (QRS)","(""Gherkin"" OR ""BDD"" OR ""behavior-driven development"") AND (""generation"" OR ""automated"") AND (""user story"" OR ""requirements"")",UNSURE,Cần xem thêm: có user story/LLM nhưng không rõ test generation,EXCLUDE,EC2: không tìm được PDF
A2GITJUH,Feedforward neural network (FNN) for Binary Classification of AI-Implementable User Stories,"Gaona Cuevas, Carlos Mauricio; Bucheli Guerrero, Víctor; Vera Rivera, Fredy Humberto",2025,Investigación e Innovación en Ingenierías,"(""Gherkin"" OR ""BDD"" OR ""behavior-driven development"") AND (""generation"" OR ""automated"") AND (""user story"" OR ""requirements"")",UNSURE,Cần xem thêm: có user story/LLM nhưng không rõ test generation,EXCLUDE,EC4: abstract không liên quan trực tiếp Gherkin/BDD test generation
UHQKCYBX,NATURAL LANGUAGE PROCESSING PIPELINE FOR CO-DESIGNING CULTURALLY AWARE HEALTH CHATBOTS FROM USER STORIES TO SYSTEM SPECIFICATIONS,"Gabriel Orugboh, Oritsemeyiwa",2025,"International Journal of Computer Science, Engineering and Applications","(""Gherkin"" OR ""BDD"" OR ""behavior-driven development"") AND (""generation"" OR ""automated"") AND (""user story"" OR ""requirements"")",UNSURE,Cần xem thêm: có user story/LLM nhưng không rõ test generation,EXCLUDE,EC4: abstract không liên quan trực tiếp Gherkin/BDD test generation
8EIWW7L3,LLM-Based Class Diagram Derivation from User Stories with Chain-of-Thought Promptings,"Li, Yishu; Keung, Jacky; Ma, Xiaoxue; Chong, Chun Yong; Zhang, Jingyu; Liao, Yihan",2024,"2024 IEEE 48th Annual Computers, Software, and Applications Conference (COMPSAC)","(""Gherkin"" OR ""BDD"" OR ""behavior-driven development"") AND (""generation"" OR ""automated"") AND (""user story"" OR ""requirements"")",UNSURE,Cần xem thêm: có user story/LLM nhưng không rõ test generation,EXCLUDE,EC2: không tìm được PDF
PNVPDHKB,Collab2US: a Tool for Collecting User Stories from Collaborative Boards,"Dornelles, Pedro Lucas; Parizi, Rafael",2024,Anais do Workshop em Engenharia de Requisitos,"(""Gherkin"" OR ""BDD"" OR ""behavior-driven development"") AND (""generation"" OR ""automated"") AND (""user story"" OR ""requirements"")",UNSURE,Cần xem thêm: có user story/LLM nhưng không rõ test generation,EXCLUDE,EC4: abstract không liên quan trực tiếp Gherkin/BDD test generation
